driver_gene,paralog_gene,pcs,delta_expression,necessity,dependency_dd,cohens_d,hedges_g,dd_p_value,expr_p_value,expr_t_stat,n_mut,n_wt,cancer_type,mutation_frequency,q_value,pass_threshold,pcs_rank,pcs_norm,dd_norm,composite_score,is_known_paralog_sl
KRAS,RAP2C,0.0,-0.5716363145093557,-0.1358452100341912,-0.007874476830121643,-0.05538980392345322,-0.05257337321548102,0.8984962707545788,0.12262661715974976,-1.83412149599257,5,12,Endometrial_MSI_H,0.29411764705882354,0.3282368841796357,False,18.5,0.0,0.029813329574877936,0.0662364024230933,False
KRAS,NKIRAS2,0.0,-0.4961851126336967,-0.06095167985270407,0.00708342442436376,0.0562384998271385,0.05337891509016536,0.9149815869087927,0.08002407902352256,-1.9542931262854,5,12,Endometrial_MSI_H,0.29411764705882354,0.3282368841796357,False,18.5,0.0,0.024857553601163814,0.06524524722835047,False
KRAS,RASD2,0.0,-0.23974595958658174,0.15669597476459943,-0.010428580028420953,-0.08212960850813977,-0.0779535267195903,0.8800602789298988,0.19542108634356253,-1.374929674683749,5,12,Endometrial_MSI_H,0.29411764705882354,0.37900147180948224,False,18.5,0.0,0.04581424578774411,0.061457556850907404,False
KRAS,NKIRAS1,0.0,-0.48441478352089584,-0.046326681231624534,0.01008674082960749,0.06954295023604246,0.06600686802065046,0.8789175614736563,0.18471085473551285,-1.4505118223066968,5,12,Endometrial_MSI_H,0.29411764705882354,0.37900147180948224,False,18.5,0.0,0.04367269552378859,0.061029246798116304,False
KRAS,RAP1B,0.0,-0.5714113631557067,0.4250483568832675,0.0031156043126892574,0.026406440630777784,0.025063740259721287,0.9544186155013473,0.1182127654700595,-1.7866152131764208,5,12,Endometrial_MSI_H,0.29411764705882354,0.3282368841796357,False,18.5,0.0,0.0,0.06027373650811771,False
KRAS,RAP1A,0.0,-0.39574322136253226,0.1917539921631519,-0.008476539571754704,-0.06268246750920778,-0.05949522339857009,0.8915269593664874,0.20213411829839054,-1.4592342290214178,5,12,Endometrial_MSI_H,0.29411764705882354,0.37900147180948224,False,18.5,0.0,0.03358512528390557,0.0590117327501397,False
KRAS,RALA,0.0,-0.009936790593187972,0.13417694168206862,-0.04814527552475123,-0.30922497816591965,-0.29350167419138135,0.4941862659347318,0.9726630786827883,-0.035935584245999505,5,12,Endometrial_MSI_H,0.29411764705882354,0.9726630786827883,False,18.5,0.0,0.2821013640470294,0.05642027280940588,False
KRAS,DIRAS3,0.0,-0.20563331780159255,0.15551734892013153,0.0154679040796694,0.08166680656527645,0.07751425707890645,0.8724703195309376,0.36332077068704033,-0.9375771114165613,5,12,Endometrial_MSI_H,0.29411764705882354,0.5449811560305605,False,18.5,0.0,0.07738454489202425,0.047618760499970963,False
KRAS,MRAS,0.0,-0.46765815766062335,-0.015696664219899067,-0.00779707951626998,-0.08155371244233957,-0.07740691350459349,0.8655854355141519,0.6754839662057873,-0.44195408866832936,5,12,Endometrial_MSI_H,0.29411764705882354,0.86500379782781,False,18.5,0.0,0.02932845177711863,0.012374322687392993,False
PIK3R1,CRKL,0.5503106867913132,0.5742627211683056,0.9582908075100831,0.38993671072132463,0.5010264140744615,0.4755504947147431,0.3992963322063259,0.022841366476899685,2.5360955754017542,6,11,Endometrial_MSI_H,0.35294117647058826,0.2740963977227962,False,1.0,1.0,1.0,0.85,False
