pair,gene_a,gene_b,hit_union,hit_h1299,hit_mdamb231,signed_dd_maxabs,welch_t_maxabs,hedges_g_maxabs
OR5H1_OR5K2,OR5H1,OR5K2,0,0,0,,,
GLP2R_PTH2R,GLP2R,PTH2R,0,0,0,0.10296826453006064,-4.106243606907714,-0.804716328382838
TRIM49B_TRIML2,TRIM49B,TRIML2,0,0,0,-0.14775080265451515,-1.579953535616905,-1.0990732267944985
ZNF334_ZNF717,ZNF334,ZNF717,0,0,0,-0.20531383231864409,-2.4982248740551936,-1.433156912738839
ZNF14_ZNF77,ZNF14,ZNF77,0,0,0,-0.049751141492048186,-0.6265651168289453,-0.36471425310909655
HSD17B11_KDSR,HSD17B11,KDSR,0,0,0,-0.0711835817626725,-0.3358438023903759,-0.19478497285993437
ZNF287_ZNF30,ZNF287,ZNF30,0,0,0,0.049334495026036214,1.942770431798563,0.58644813988596
CADM3_PVR,CADM3,PVR,0,0,0,-0.1217111691344461,-1.3736750967600444,-0.8427425237618206
CEACAM16_CEACAM18,CEACAM16,CEACAM18,0,0,0,0.07528571978226382,-1.8328324830099854,-0.5264262006029966
BHLHA15_NEUROD4,BHLHA15,NEUROD4,0,0,0,-0.08390910386812106,-1.893389282194759,-0.48797063379215355
TIGD1_TIGD6,TIGD1,TIGD6,0,0,0,-0.17418801558280142,-2.1723701434877003,-1.1495736587096463
ZNF429_ZNF730,ZNF429,ZNF730,0,0,0,-0.2375261441402201,-2.2441404592263847,1.0357629579839063
GGT2_GGT5,GGT2,GGT5,0,0,0,,,
RAX_VSX1,RAX,VSX1,0,0,0,-0.05344254070939354,-0.7047067627354973,-0.37477513380139743
EIF5A2_EIF5AL1,EIF5A2,EIF5AL1,0,0,0,,,
KRT2_KRT75,KRT2,KRT75,0,0,0,-0.08978870678669948,-0.9013620789788142,-0.5801679585792212
DNAJB5_DNAJB6,DNAJB5,DNAJB6,0,0,0,0.1609379396236858,2.7035581164567812,0.9336598669892934
INPP5B_SYNJ2,INPP5B,SYNJ2,0,0,0,0.07812192350555039,1.0123356899593792,0.5256074839841267
DNAJB14_DNAJC14,DNAJB14,DNAJC14,0,0,0,,,
CEACAM6_PSG7,CEACAM6,PSG7,0,0,0,-0.11141256223161261,1.5560499004849564,0.7836239684162966
RAB15_RAB3D,RAB15,RAB3D,0,0,0,,,
TRIM15_TRIM62,TRIM15,TRIM62,0,0,0,-0.10163600028207123,-1.6631795549705541,-0.8253860332630025
ANXA1_ANXA6,ANXA1,ANXA6,0,0,0,-0.039137784470765366,-1.1505440745210276,-0.4334906025468536
CXADR_ESAM,CXADR,ESAM,0,0,0,0.09244048857617788,1.6157942514155392,0.7973044891338562
ELFN1_ELFN2,ELFN1,ELFN2,0,0,0,0.08931527790197048,1.787603269021542,0.7921695259312512
INPP5E_SYNJ1,INPP5E,SYNJ1,0,0,0,-0.21633934076874767,-1.5805524489818712,-0.8619031433945852
RAB1A_RAB33B,RAB1A,RAB33B,0,0,0,,,
CCL26_CCL4L2,CCL26,CCL4L2,0,0,0,,,
BMX_FES,BMX,FES,0,0,0,0.19028157029575277,3.0508323742831918,1.3913858165359945
HOXB9_HOXD12,HOXB9,HOXD12,0,0,0,0.14387594285484787,1.3436880385463263,0.9270151027113577
SLC39A14_SLC39A8,SLC39A14,SLC39A8,0,0,0,0.13617041886388992,2.134201468030722,1.0496114718081344
KLF12_KLF6,KLF12,KLF6,0,0,0,0.14239565122247821,1.9180876479306608,1.0381001420433282
ARF1_ARL8B,ARF1,ARL8B,0,0,0,-0.08178569991969503,-0.2937760267443602,-0.21169568219408222
KAZN_PPFIA1,KAZN,PPFIA1,0,0,0,-0.11215201208296223,2.630859452758995,0.7165898244127791
GPR6_S1PR5,GPR6,S1PR5,0,0,0,-0.03027699764986721,0.4024247360049273,0.17146739045164885
ERI1_ERI3,ERI1,ERI3,0,0,0,-0.15421717227903606,-0.973646183013729,-0.7038578601810185
CCL18_CCL26,CCL18,CCL26,0,0,0,,,
STAT1_STAT2,STAT1,STAT2,0,0,0,0.14887615477950428,1.4989895046900117,0.7598851698972933
BARHL1_BARX2,BARHL1,BARX2,0,0,0,-0.05333522659448832,1.210888940848697,-0.42190933010788495
NDRG2_NDRG3,NDRG2,NDRG3,0,0,0,0.12890171831046038,1.6174861630360235,0.8486421259278096
TSPY2_TSPYL6,TSPY2,TSPYL6,0,0,0,,,
SNTB2_SNTG1,SNTB2,SNTG1,0,0,0,0.10451996801825086,2.7725337606738885,0.8229115510311255
MYO19_MYO1B,MYO19,MYO1B,0,0,0,0.15092233999364685,2.367079439329839,1.2996120128053155
ANKRD1_ANKRD23,ANKRD1,ANKRD23,0,0,0,-0.10777540587290775,2.9328593098398987,0.9176382535687281
MYH11_MYH2,MYH11,MYH2,0,0,0,-0.15126629452128926,-2.0168127795459636,-0.863763887039327
ADAM19_ADAM22,ADAM19,ADAM22,0,0,0,0.14704794054241144,7.046346221129576,2.1602267356683433
SLC44A4_SLC44A5,SLC44A4,SLC44A5,0,0,0,-0.09107120027040064,1.2121857354371284,-0.6340824450440119
MYO1F_MYO3A,MYO1F,MYO3A,0,0,0,-0.16363079718428597,2.2664319407182187,-0.8441691409006711
ZBED5_ZBED8,ZBED5,ZBED8,0,0,0,,,
HERC3_HERC6,HERC3,HERC6,0,0,0,-0.08006909075835142,1.6019047453419837,0.6027536049565186
AKAP13_ARHGEF1,AKAP13,ARHGEF1,0,0,0,0.11191908978883029,2.3618709491416863,0.9662023930101185
ASB15_ASB3,ASB15,ASB3,0,0,0,-0.20682450757736534,-0.9936077391388627,-0.5927224324209623
ZNF551_ZNF792,ZNF551,ZNF792,0,0,0,0.12861580347067203,2.0909851028002016,0.7674287804668071
COLEC12_SCARA3,COLEC12,SCARA3,0,0,0,-0.08322052940086333,-2.0115630799754234,-0.7331821524916011
ABHD13_ABHD17C,ABHD13,ABHD17C,0,0,0,-0.13814216369751053,-1.589232884689897,-1.0032017457627562
DSG1_DSG4,DSG1,DSG4,0,0,0,0.15602639287727707,2.60659606477144,1.2832797814456551
SLC1A2_SLC1A6,SLC1A2,SLC1A6,0,0,0,-0.26481136135517896,-4.72866346522699,-2.539508626546252
NLRP14_NLRP4,NLRP14,NLRP4,0,0,0,0.09527321244444366,2.06842934511818,0.6403353963664545
ARMCX6_GPRASP1,ARMCX6,GPRASP1,0,0,0,-0.09125310624174984,1.0296419121902525,-0.40436850946061803
ANKRD7_POTEI,ANKRD7,POTEI,0,0,0,0.05076759089850813,1.0613145105444537,0.30415950393193336
CCDC69_MTUS1,CCDC69,MTUS1,0,0,0,0.03901480253978208,-0.9951153051566669,-0.34112408663818905
ZNF26_ZNF841,ZNF26,ZNF841,0,0,0,-0.09661036534683548,-2.071560831055015,0.7278516061132426
KRTAP1-3_KRTAP1-5,KRTAP1-3,KRTAP1-5,0,0,0,0.1313263145216167,2.1022386445915324,1.1618938838436537
STK24_STK26,STK24,STK26,0,0,0,0.07720859920468214,0.702085149134636,0.4555003542485756
PDE7B_PDE8B,PDE7B,PDE8B,0,0,0,0.08942361717731007,-1.1664837225085456,-0.5596009083630072
ATP2C2_ATP4A,ATP2C2,ATP4A,0,0,0,-0.15319800821919272,-2.8756828529810834,-1.7717900307506755
AP1S1_AP2S1,AP1S1,AP2S1,0,0,0,,,
ZNF132_ZNF304,ZNF132,ZNF304,0,0,0,0.0993490926384396,1.774286049827934,0.8261728489006466
ZFP62_ZNF658,ZFP62,ZNF658,0,0,0,0.1283180673766321,2.7711402277165766,0.7598369557310781
ZNF251_ZNF7,ZNF251,ZNF7,0,0,0,-0.2078699083664784,-3.154811922117354,-1.5125946752669015
ZNF440_ZNF442,ZNF440,ZNF442,0,0,0,0.17900833292831356,2.28714204022183,1.0685808203641423
RNF185_SYNJ1,RNF185,SYNJ1,0,0,0,-0.05355183592738898,-1.9713288360669003,-0.6177161405630641
MFRP_TLL1,MFRP,TLL1,0,0,0,-0.14358499718807613,-3.460133404949322,-1.1432688559695297
CCL11_CCL8,CCL11,CCL8,0,0,0,,,
ZNF695_ZNF98,ZNF695,ZNF98,0,0,0,0.1513075395156954,4.744319253014344,1.1974684945345118
ZNF681_ZNF85,ZNF681,ZNF85,0,0,0,0.26940769699945766,3.7839221502744134,1.9067910332280942
ESR1_ESR2,ESR1,ESR2,0,0,0,0.0988981456115452,0.8837105190422218,0.48100631993284576
CST1_CST6,CST1,CST6,0,0,0,0.06782150137749961,0.6128516695426941,0.38877282912306194
MROH7_MROH8,MROH7,MROH8,0,0,0,-0.10561625018347695,-2.8090323474734578,-0.7180684237112236
LAMA5_LAMB3,LAMA5,LAMB3,0,0,0,0.15173141220949818,1.7707413996506773,1.1388659128801226
TAS2R13_TAS2R40,TAS2R13,TAS2R40,0,0,0,,,
ZNF594_ZNF836,ZNF594,ZNF836,0,0,0,-0.10873626947957465,2.817298939076253,-1.3135066112072007
LRCH3_LRCH4,LRCH3,LRCH4,0,0,0,-0.07775211011993322,1.5648563681400098,-0.5608781818128518
DAZAP1_MSI1,DAZAP1,MSI1,0,0,0,-0.08431204448057153,-0.6583645203340494,-0.4038105462410655
ZNF233_ZNF239,ZNF233,ZNF239,0,0,0,-0.09481111409384446,-2.6267841237379588,-1.1235983773474651
GABARAPL2_MAP1LC3B,GABARAPL2,MAP1LC3B,0,0,0,,,
APOL5_APOL6,APOL5,APOL6,0,0,0,0.06661697357936457,1.78660383881121,0.7008838474183268
F2RL2_GPR68,F2RL2,GPR68,0,0,0,0.08187332394512452,-1.0952273821422018,0.5142526051661201
ZNF44_ZNF799,ZNF44,ZNF799,0,0,0,-0.10753840702945403,-2.7763205766648342,-1.0209875866761082
CASTOR1_CASTOR3,CASTOR1,CASTOR3,0,0,0,,,
SLC22A12_SLC22A25,SLC22A12,SLC22A25,0,0,0,-0.11618630113760559,2.7606103584864017,1.0939628114355555
PRSS38_PRSS48,PRSS38,PRSS48,0,0,0,-0.06157052468497159,-0.46936276571469016,-0.30203816158864966
BDH2_DHRS4,BDH2,DHRS4,0,0,0,-0.15703442521878486,5.052685398132843,0.9445916410358265
UBA6_UBA7,UBA6,UBA7,0,0,0,-0.07132584078860243,1.4030025689483103,0.6913777029217412
RAPGEF6_RASGEF1B,RAPGEF6,RASGEF1B,0,0,0,0.1807738953622704,1.9315531615874542,1.1300872616434425
ZNF724_ZNF728,ZNF724,ZNF728,0,0,0,-0.1275437347343542,-0.836880878651197,-0.44739527458666556
ZNF718_ZNF732,ZNF718,ZNF732,0,0,0,-0.20115974003537915,-2.771018334546078,-0.9841445436753522
ZNF479_ZNF682,ZNF479,ZNF682,0,0,0,0.11631557532319502,4.192198177599594,1.2796783059275307
ACAP3_AGAP1,ACAP3,AGAP1,0,0,0,0.10820824467353168,1.7277275478626393,0.6282673109656177
OR4F15_OR4F6,OR4F15,OR4F6,0,0,0,0.0832051111687602,0.9356552045291666,0.47711846207498243
ANKRD36B_ANKRD36C,ANKRD36B,ANKRD36C,0,0,0,,,
ANKRD30BL_ANKRD62,ANKRD30BL,ANKRD62,0,0,0,-0.03566132307238423,-0.6877083908763749,-0.3490979917059988
OR11H1_OR11H6,OR11H1,OR11H6,0,0,0,,,
PPIAL4A_PPIAL4H,PPIAL4A,PPIAL4H,0,0,0,,,
SAXO1_SAXO2,SAXO1,SAXO2,0,0,0,-0.08337561902232075,-0.9354750495885863,-0.5788203337631549
OR10H1_OR10J1,OR10H1,OR10J1,0,0,0,-0.13109588904256927,-1.1501878634719431,-0.6811428306219113
HOXA10_HOXD10,HOXA10,HOXD10,0,0,0,-0.06836460933694119,-1.2064843563037837,-0.49076994158317644
SERPINF2_SERPINI1,SERPINF2,SERPINI1,0,0,0,-0.10137751343816041,-1.7097885281743361,-0.6951028714540664
CDX2_HOXC8,CDX2,HOXC8,0,0,0,0.00413424003120641,0.06707768725989441,0.03375565090584671
USP17L23_USP36,USP17L23,USP36,0,0,0,,,
ZNF253_ZNF728,ZNF253,ZNF728,0,0,0,-0.20181283825652419,2.587663402476891,-0.801133265210918
CEACAM5_PSG5,CEACAM5,PSG5,0,0,0,0.07531983221124568,2.4255117803348654,0.7834076385733395
ZNF14_ZNF44,ZNF14,ZNF44,0,0,0,0.10565120357016021,2.3859015592885076,0.7372325370472661
MITF_TFE3,MITF,TFE3,0,0,0,-0.15007933081734118,2.0434938605147996,-0.8846061081710748
CLDN2_CLDN6,CLDN2,CLDN6,0,0,0,-0.15197748064185385,-1.3738336718560158,-0.7577520260556744
OR6C1_OR6C70,OR6C1,OR6C70,0,0,0,0.061373557254687426,1.1076652015556172,0.6117641645107917
RAB7B_RAB9B,RAB7B,RAB9B,0,0,0,,,
RBM12_RBM12B,RBM12,RBM12B,0,0,0,-0.24239526032657913,-2.725105531766103,-1.3240178940029095
TAS2R39_TAS2R8,TAS2R39,TAS2R8,0,0,0,0.21224553993869508,2.3662309153650725,1.4575881497753072
KIF15_KIF5A,KIF15,KIF5A,0,0,0,0.1978009528120474,5.032675960019239,1.5076104721116164
MEX3C_MEX3D,MEX3C,MEX3D,0,0,0,-0.15829909311198534,-4.392578403750379,-1.201505548597337
GAB2_GAB4,GAB2,GAB4,0,0,0,0.1307342539762515,3.660039176462951,1.2431918044773258
ALDH1A3_ALDH7A1,ALDH1A3,ALDH7A1,0,0,0,0.09758613948709101,1.0043743171502146,0.5170174013634367
DTX3_DTX3L,DTX3,DTX3L,0,0,0,-0.07619280048843917,-0.5103895527453908,-0.32477511090113675
MLNR_NTSR2,MLNR,NTSR2,0,0,0,0.2022541977401804,3.0804632735771307,1.055877177467108
NAP1L3_NAP1L4,NAP1L3,NAP1L4,0,0,0,0.06889198046014673,1.4670673507577279,0.5167995191892586
AMY1A_AMY2A,AMY1A,AMY2A,0,0,0,,,
ING1_ING4,ING1,ING4,0,0,0,0.0348453933145933,1.4497143044474978,0.39463277466702057
SLC39A14_SLC39A6,SLC39A14,SLC39A6,0,0,0,0.0324745910153927,0.742967397298359,0.287857543254741
EPHX2_EPHX3,EPHX2,EPHX3,0,0,0,0.06756718503532409,-1.09701517574432,-0.4708269489487071
SRPK1_SRPK3,SRPK1,SRPK3,0,0,0,-0.16579661521084568,2.2474527457650124,1.0252175580953107
GRIN2A_GRIN3A,GRIN2A,GRIN3A,0,0,0,-0.22200763426265585,-3.709616806593675,-1.3136366931743944
CD101_PTGFRN,CD101,PTGFRN,0,0,0,-0.16306536155426077,-2.2996328498662053,-1.055142693937755
KIF5A_KIF5C,KIF5A,KIF5C,0,0,0,-0.10066136346480949,-2.678923209376053,-0.725367366257341
CDX2_HOXC5,CDX2,HOXC5,0,0,0,-0.10579496984539044,-0.9516151782694838,-0.5224845531867838
IFNA1_IFNK,IFNA1,IFNK,0,0,0,,,
ZNF492_ZNF724,ZNF492,ZNF724,0,0,0,0.15077442106221384,1.6594766787364155,0.6870241575459161
KCNIP1_KCNIP2,KCNIP1,KCNIP2,0,0,0,0.1310584541766918,2.93657130303436,1.2625988205130805
TLE1_TLE4,TLE1,TLE4,0,0,0,0.14125506141573654,-5.131660791597589,-1.4533180328480855
FZD9_SFRP4,FZD9,SFRP4,0,0,0,0.10362810758950816,4.353420681442543,1.2757414174078459
SLK_STK26,SLK,STK26,0,0,0,-0.1545725550894645,-2.0749810410900293,-1.1630786467750052
HERC1_HERC2,HERC1,HERC2,0,0,0,-0.24178060716477964,3.542135554896013,-1.4816490179284678
MAGEA10_MAGED4B,MAGEA10,MAGED4B,0,0,0,,,
MORN3_RSPH1,MORN3,RSPH1,0,0,0,-0.05417859166504474,-1.4264060312575704,-0.531279644576638
TBX5_TBX6,TBX5,TBX6,0,0,0,-0.1552231342484766,-8.960721654569687,-1.8311172582269166
USP17L20_USP27X,USP17L20,USP27X,0,0,0,,,
MAGEA10_MAGEC2,MAGEA10,MAGEC2,0,0,0,-0.1129110205655543,-1.1548827499704304,-0.6936562214005922
COL2A1_COL5A1,COL2A1,COL5A1,0,0,0,0.11559535152797733,2.4077165442992015,1.136343246990879
SLC26A3_SLC26A7,SLC26A3,SLC26A7,0,0,0,-0.05140076929017834,-1.0704966669130194,-0.4153647692872728
RAB17_RAB5C,RAB17,RAB5C,0,0,0,,,
LRG1_LRIG1,LRG1,LRIG1,0,0,0,-0.051436615792111874,-0.809993536387756,-0.44339624667006194
SLCO2B1_SLCO4C1,SLCO2B1,SLCO4C1,0,0,0,-0.04560200456541443,-2.3141888821306043,-0.7428508851630936
RAB1B_RAB40C,RAB1B,RAB40C,0,0,0,0.06685278871114911,0.7936848425634365,0.4935960332360366
KCNK3_KCNK6,KCNK3,KCNK6,0,0,0,0.13806237613731953,-2.3033198685553455,-1.0930526003916716
ZNF304_ZNF418,ZNF304,ZNF418,0,0,0,-0.16867546220689303,-1.7457944697660943,-1.0451459321489163
OR51G1_OR51M1,OR51G1,OR51M1,0,0,0,,,
ARID1A_ARID3B,ARID1A,ARID3B,0,0,0,-0.14087606647237835,2.6008616510766474,0.7354436683792974
KCNJ12_KCNJ16,KCNJ12,KCNJ16,0,0,0,,,
FHL3_PDLIM5,FHL3,PDLIM5,0,0,0,0.03978568512814721,0.60426767079957,0.29799818815909596
ZFP3_ZNF189,ZFP3,ZNF189,0,0,0,0.10189851595409487,-1.8557590208648478,-0.8799537306208417
TAS2R1_TAS2R40,TAS2R1,TAS2R40,0,0,0,0.03390495196255688,1.1708950196926597,0.29760632737635045
GPR183_PTAFR,GPR183,PTAFR,0,0,0,0.03405535895902174,1.0308531875648717,0.4199872231033881
GABRA1_GABRA5,GABRA1,GABRA5,0,0,0,-0.08948281693064841,-0.9319578853878392,-0.5681753630078615
ZNF77_ZNF799,ZNF77,ZNF799,0,0,0,-0.07653787849369223,-1.9792902436431943,-0.7766200304798464
ARSB_GALNS,ARSB,GALNS,0,0,0,0.09322288685413319,1.605994341007473,0.6854827632813508
NF2_RDX,NF2,RDX,0,0,0,1.4438236870590286,4.79462685301524,2.4129740644976856
DHX38_DQX1,DHX38,DQX1,0,0,0,-0.1720538357767627,2.2308110277340596,1.014540722548114
NR1D1_NR5A2,NR1D1,NR5A2,0,0,0,-0.09184906373624824,2.376206728746397,0.7275696371077753
CTAGE4_CTAGE6,CTAGE4,CTAGE6,0,0,0,,,
COL19A1_COL4A3,COL19A1,COL4A3,0,0,0,-0.20110913038207437,-2.35576366933916,-1.5367279461099854
CYP11A1_CYP3A5,CYP11A1,CYP3A5,0,0,0,0.10300432894573719,1.90213491507713,0.7475978577811306
H4-16_H4C6,H4-16,H4C6,0,0,0,,,
PIK3C2A_PIK3C2G,PIK3C2A,PIK3C2G,0,0,0,0.11607642881406749,2.625066823729228,1.1206991916168083
ZNF780B_ZNF829,ZNF780B,ZNF829,0,0,0,0.11501329883154639,1.9497979035930026,0.8829187584643029
PBX2_PBX3,PBX2,PBX3,0,0,0,-0.14204876817239145,-2.43237655695296,-0.9134777843902008
KLHL30_KLHL6,KLHL30,KLHL6,0,0,0,0.0792303521976731,1.9452318009945118,0.7004789856112399
CHRNA5_CHRNB2,CHRNA5,CHRNB2,0,0,0,0.08334975247456403,1.4492834605198437,0.4831236119305171
LRRFIP1_LRRFIP2,LRRFIP1,LRRFIP2,0,0,0,-0.0919719195881976,-2.6987715443746407,-1.1550025681578633
LPAR6_SUCNR1,LPAR6,SUCNR1,0,0,0,-0.4045822312802166,-2.2651274843601503,-1.5198415539716963
ASB18_ASB4,ASB18,ASB4,0,0,0,-0.10250119960301327,-2.398736724853323,-0.9499644719355881
GIMAP2_GIMAP8,GIMAP2,GIMAP8,0,0,0,0.13806574433188884,3.85612638557625,1.6587612712663367
ZNF525_ZNF761,ZNF525,ZNF761,0,0,0,,,
GOLGA8K_GOLGA8S,GOLGA8K,GOLGA8S,0,0,0,,,
ARF5_ARL8B,ARF5,ARL8B,0,0,0,-0.17765484381167385,-2.127156630240022,-1.2415314546749057
ZNF18_ZNF446,ZNF18,ZNF446,0,0,0,-0.12245817258881515,-3.305710689895852,-0.9649495882527643
MAFB_NRL,MAFB,NRL,0,0,0,-0.07508998842489274,-1.8583193606142234,-0.6528082223329625
HAO1_HAO2,HAO1,HAO2,0,0,0,-0.1347983340457202,-1.4761746557738062,-0.7735491659214021
BDH2_DHRS2,BDH2,DHRS2,0,0,0,0.0323903282359731,0.41711285930511605,0.20553148294014267
CFHR1_CFHR4,CFHR1,CFHR4,0,0,0,0.24123230562428288,6.785339869483344,1.8346595963496422
HES1_HES6,HES1,HES6,0,0,0,,,
OR2A1_OR2A7,OR2A1,OR2A7,0,0,0,,,
DGAT2L6_MOGAT1,DGAT2L6,MOGAT1,0,0,0,,,
H2AB3_H2AC20,H2AB3,H2AC20,0,0,0,,,
OR10K2_OR10Z1,OR10K2,OR10Z1,0,0,0,0.11919082299790508,2.581385525232303,0.9170908012404443
ANXA1_ANXA2,ANXA1,ANXA2,0,0,0,,,
AKR1B1_AKR1D1,AKR1B1,AKR1D1,0,0,0,-0.09310490200424594,-0.6209673981067351,-0.35143681197223575
TSHZ2_TSHZ3,TSHZ2,TSHZ3,0,0,0,0.11100825505071144,-1.572605784017544,-0.886070485919619
TBX10_TBX20,TBX10,TBX20,0,0,0,-0.1628698177167607,-2.31266770044348,-1.1193315264179646
HNF4A_NR2F6,HNF4A,NR2F6,0,0,0,0.10250049344197332,-2.1374325412239203,0.9758432449324304
FBXL17_FBXL2,FBXL17,FBXL2,0,0,0,0.21341460375283675,-2.9316065680578136,1.009354765706325
LRTM2_SLIT2,LRTM2,SLIT2,0,0,0,0.13142436778379143,-4.05542166180467,-1.2241263716133703
CEP350_TBCB,CEP350,TBCB,0,0,0,-0.4107286430508168,-2.163466797078967,-0.8474753371487371
TBX15_TBX3,TBX15,TBX3,0,0,0,-0.11995862362066358,2.7244894255931897,0.9739991875497087
DNAJB1_DNAJB5,DNAJB1,DNAJB5,0,0,0,0.24439727545840245,2.93285843513252,1.3533070619979153
REM1_RRAD,REM1,RRAD,0,0,0,-0.09335518173480223,-1.304907282498068,-0.5499342152030241
BTN3A1_BTN3A2,BTN3A1,BTN3A2,0,0,0,-0.006772084630154156,-0.06179755586359066,-0.030135038473201425
SP6_SP9,SP6,SP9,0,0,0,-0.12669038761355678,-1.6000554604355182,-0.9483654383197526
KRT10_KRT9,KRT10,KRT9,0,0,0,0.10701104785446616,-1.4793270848157,0.7776200540197032
SLC9C1_SLC9C2,SLC9C1,SLC9C2,0,0,0,-0.14290155224079262,4.079062145512304,-1.182544423076761
ZNF564_ZNF625,ZNF564,ZNF625,0,0,0,0.15525471377159417,-2.4435639323328675,0.6351622378721724
DLX2_DLX6,DLX2,DLX6,0,0,0,0.13039258373431073,-2.811679867952011,1.0569213425767008
C1RL_F9,C1RL,F9,0,0,0,0.029506296447969912,1.8448270737561245,0.40958853159625397
EGFR_SYK,EGFR,SYK,0,0,0,-0.07835582985077955,-0.8615262605332341,0.2769815392587927
ZNF253_ZNF90,ZNF253,ZNF90,0,0,0,-0.2152364918005957,-1.4547979518734033,-0.8440670585008877
CIITA_NLRC5,CIITA,NLRC5,0,0,0,-0.09281348224106784,-3.068821373832786,-0.9452004086456931
OR7C1_OR7D2,OR7C1,OR7D2,0,0,0,-0.04269759274725271,-0.5365221143108506,-0.34908940879878214
HS3ST1_NDST1,HS3ST1,NDST1,0,0,0,0.041821454349117826,1.0783439594485469,0.3220446857276461
CGB3_CGB8,CGB3,CGB8,0,0,0,,,
ZNF433_ZNF440,ZNF433,ZNF440,0,0,0,0.13041380393106886,1.5520838366239897,0.8956637735996061
H2AB1_H2AC19,H2AB1,H2AC19,0,0,0,,,
KRTAP3-1_KRTAP3-3,KRTAP3-1,KRTAP3-3,0,0,0,,,
RAB1A_RAB30,RAB1A,RAB30,0,0,0,,,
KLHL14_KLHL31,KLHL14,KLHL31,0,0,0,-0.10013361752661067,2.0502470505513153,0.8643686163167758
CHST12_CHST13,CHST12,CHST13,0,0,0,0.057829845972514504,1.7312606068055956,0.4016842470611533
DRD4_HTR2A,DRD4,HTR2A,0,0,0,-0.04445575452210422,0.6124192055200228,-0.27875572694741185
ZNF141_ZNF718,ZNF141,ZNF718,0,0,0,-0.13062846019761848,-1.752402759569658,-1.1077532541586568
ZNF563_ZNF763,ZNF563,ZNF763,0,0,0,-0.06611277773610152,-1.1728378503751224,-0.4551822786702395
MAGEA11_MAGEB1,MAGEA11,MAGEB1,0,0,0,0.13844649988390637,3.9270706204516057,1.3687051595325554
LCA5_LCA5L,LCA5,LCA5L,0,0,0,-0.022341124072575377,-0.8052849894867241,-0.28552826391382974
OR4E1_OR4Q3,OR4E1,OR4Q3,0,0,0,,,
UNC5A_UNC5D,UNC5A,UNC5D,0,0,0,0.08939139871983624,2.8482432514182956,0.8437535203005537
HABP2_MST1,HABP2,MST1,0,0,0,-0.04911872861446755,-1.3252787011705125,-0.4467400689753866
LINGO2_LRFN3,LINGO2,LRFN3,0,0,0,0.14898262004371185,2.2155468367325177,1.099078627016177
SRGAP1_SRGAP2B,SRGAP1,SRGAP2B,0,0,0,,,
HOXA7_HOXB4,HOXA7,HOXB4,0,0,0,0.06146075025749669,1.6806675767636055,0.6008230775539907
CAMK2B_PSKH1,CAMK2B,PSKH1,0,0,0,-0.10340322053408078,-1.9093373227906272,-0.8502642130461261
RAB2A_RAB39B,RAB2A,RAB39B,0,0,0,,,
ADRA1A_HTR7,ADRA1A,HTR7,0,0,0,-0.10218823785855195,2.861420454818572,-0.7847686724727275
CALML4_CALML5,CALML4,CALML5,0,0,0,,,
USP17L1_USP36,USP17L1,USP36,0,0,0,,,
CHRNA9_CHRNE,CHRNA9,CHRNE,0,0,0,-0.08200193906859489,-2.014599866796144,-0.8017451249868625
ZNF506_ZNF595,ZNF506,ZNF595,0,0,0,-0.1840339500510166,-0.7828948472632165,-0.5924915103090862
HM13_SPPL3,HM13,SPPL3,0,0,0,-0.16063629137841562,-2.830244355244373,-1.0671007462145465
MTM1_SBF2,MTM1,SBF2,0,0,0,0.09312661317770603,3.0004135704734667,0.8201992034802781
SLC16A3_SLC16A7,SLC16A3,SLC16A7,0,0,0,-0.1349237014564673,-1.6446205920678105,-0.9707248091433278
KCNK3_KCNK4,KCNK3,KCNK4,0,0,0,-0.11164174959570827,-1.555167945095459,-0.6493928819342394
ADCY4_ADCY8,ADCY4,ADCY8,0,0,0,-0.066517854352062,-1.6650017747365846,-0.8214103133909934
TAS2R40_TAS2R43,TAS2R40,TAS2R43,0,0,0,,,
ZNF816_ZNF860,ZNF816,ZNF860,0,0,0,-0.14833424721065938,1.7689900113149621,0.9709230768635759
CTAGE6_CTAGE8,CTAGE6,CTAGE8,0,0,0,,,
PSG3_PSG4,PSG3,PSG4,0,0,0,0.0804518328853799,1.486548365394138,0.7171919337082379
CD300A_CD300LD,CD300A,CD300LD,0,0,0,-0.05212229990241231,-1.3343426559005749,-0.6788277151852413
MAPK11_MAPK8,MAPK11,MAPK8,0,0,0,0.05814850730057202,1.4382965001686059,0.8009872488996681
ANXA1_ANXA11,ANXA1,ANXA11,0,0,0,-0.030549192539639045,-1.1434566082891493,-0.35020406998827974
DRD5_HRH2,DRD5,HRH2,0,0,0,0.1203841476403032,-1.2639918481528634,-0.6808419823829444
HABP2_LPA,HABP2,LPA,0,0,0,0.14027239572238448,2.3178118605216538,1.3195756831957584
CASP8_CASP9,CASP8,CASP9,0,0,0,0.11482735702913208,1.5515399985184601,0.7503108651322606
RASA2_RASA4,RASA2,RASA4,0,0,0,0.16493972113150868,2.385474410334223,0.9538347680246644
ZNF101_ZNF57,ZNF101,ZNF57,0,0,0,0.0637707273143199,0.7240254640879397,0.33929050070003985
TAS2R13_TAS2R7,TAS2R13,TAS2R7,0,0,0,,,
GCGR_GLP1R,GCGR,GLP1R,0,0,0,0.09469071349289646,0.8442880906754484,0.5906729722853374
POTEB_POTED,POTEB,POTED,0,0,0,,,
