pair,gene_a,gene_b,hit_any_line,dd_min3,abs_dd,max_abs_mean_chronos,min_abs_mean_chronos,mrna_coexpression
ATP5F1B|SAMD9,ATP5F1B,SAMD9,1,0.279682453892618,0.279682453892618,0.8112879403417321,0.12139521227780872,-0.20602626025398293
ATP5F1D|HRH1,ATP5F1D,HRH1,0,-0.3345431715187461,0.3345431715187461,0.8096417454171515,0.08290580204112684,-0.19407325599338357
ATP6V1B1|ATP6V1B2,ATP6V1B1,ATP6V1B2,0,0.2437617470368802,0.2437617470368802,2.1649591423426573,0.03455419368058342,-0.0988139135519432
ATP6V1C1|ATP6V1C2,ATP6V1C1,ATP6V1C2,0,0.1156204276980404,0.1156204276980404,0.8697994009078643,0.02871974272158041,-0.09607459122063514
ATP6V1C2|ATP6V1D,ATP6V1C2,ATP6V1D,0,0.1299164033580536,0.1299164033580536,0.7242819524324093,0.02871974272158041,-0.15632917213659658
ATP7A|ATP7B,ATP7A,ATP7B,0,0.1011697095058097,0.1011697095058097,0.10591724764641254,0.07535237219110022,0.1536697339062461
ATP8B3|MYBL2,ATP8B3,MYBL2,0,0.4347120402845429,0.4347120402845429,0.5470473603274218,0.04336754003218396,0.11394624139780718
AXL|PCGF1,AXL,PCGF1,0,-0.0989279327822079,0.0989279327822079,0.04457299471743636,0.038397190258916726,-0.06381351476086199
BATF3|STX4,BATF3,STX4,0,-0.7530326782818113,0.7530326782818113,0.394615858607672,0.056564222079274015,0.05380174283653978
BCAP31|NXT1,BCAP31,NXT1,0,-1.289885566494115,1.289885566494115,0.6155309600171988,0.27788676516759436,0.08738475762345797
BECN1|BECN2,BECN1,BECN2,0,-0.0204733500830139,0.0204733500830139,0.22579802418575037,0.18345406984983395,0.0546304319531648
BICD1|BICD2,BICD1,BICD2,0,0.0887324768343766,0.0887324768343766,0.13845970766913443,0.10986710434777666,0.2890467316498652
BRD8|TRRAP,BRD8,TRRAP,0,0.3045046746487279,0.3045046746487279,1.4931872910070243,0.4508210612513175,0.5614247765882583
BRSK1|BRSK2,BRSK1,BRSK2,0,0.0846317564130136,0.0846317564130136,0.03176137540917925,0.006599751320719016,0.4866821889969859
BUB1B|BUB3,BUB1B,BUB3,0,0.6850192269067101,0.6850192269067101,2.6109403485707174,1.2258635527086406,0.6716813684907648
BUB1B|SKA1,BUB1B,SKA1,0,-0.2199324436999155,0.2199324436999155,1.2258635527086406,0.531065864603906,0.7269012305564292
BZW1|BZW2,BZW1,BZW2,1,-0.074413593341019,0.074413593341019,0.0643036463109568,0.02378578118540868,0.20146303191711018
CAB39|CAB39L,CAB39,CAB39L,1,-0.0899042049231983,0.0899042049231983,0.2175142853815108,0.08149708634177033,0.1402539581367833
CADPS|CADPS2,CADPS,CADPS2,0,-0.2165942642538891,0.2165942642538891,0.03445146425914949,0.02474888795886834,0.11829444307215647
CAND1|CAND2,CAND1,CAND2,0,-0.1578488403115064,0.1578488403115064,0.3841652006242234,0.06730710978498325,0.32923011368974403
CAP1|CAP2,CAP1,CAP2,0,0.1408797693707808,0.1408797693707808,0.6243702947818737,0.11612730367596304,0.37677299395947494
CAPN2|LDB1,CAPN2,LDB1,0,-0.3298548947339879,0.3298548947339879,0.2796547120604,0.014684364128512666,-0.13118728336532093
CASP4|PCGF1,CASP4,PCGF1,0,0.0489155207675363,0.0489155207675363,0.10480206190555005,0.038397190258916726,-0.10347928750006168
CBLL1|CBLL2,CBLL1,CBLL2,0,0.0618604073810687,0.0618604073810687,0.3870564442835373,0.017684852526230446,-0.0030448310253280925
CCND1|CCND3,CCND1,CCND3,0,0.3208258057010006,0.3208258057010006,1.2459189166085989,0.34786459083329174,-0.2694220511376308
CCND1|CCNE1,CCND1,CCNE1,0,0.5503807753706778,0.5503807753706778,1.2459189166085989,0.2170652861437891,-0.13512088290429078
CCNE1|CCNE2,CCNE1,CCNE2,1,-0.459126737801256,0.459126737801256,0.2170652861437891,0.07313601014699803,0.39397751928780883
CCNL1|CCNL2,CCNL1,CCNL2,1,0.5378741973103592,0.5378741973103592,0.620981566310245,0.18797070783568362,0.7088542834439103
CCNT1|CCNT2,CCNT1,CCNT2,1,-0.1471555798080684,0.1471555798080684,0.20590013293514486,0.12283311861426344,0.5964740631974823
CCT6A|CCT6B,CCT6A,CCT6B,0,0.2412667679673008,0.2412667679673008,1.3534252598680572,0.07848443184493532,-0.16705527559368233
CD163L1|SLCO2B1,CD163L1,SLCO2B1,0,-0.1354670656464097,0.1354670656464097,0.16013879589906413,0.10256334012239317,0.06281924613334067
CD72|FCRL3,CD72,FCRL3,0,0.0675208289975465,0.0675208289975465,0.07924486236038758,0.0672919179518565,0.4742936305960769
CDC34|RNF10,CDC34,RNF10,0,-0.0568912116568647,0.0568912116568647,0.06420867126600839,0.025333377310148838,0.3345548506003703
CDIPT|IRF6,CDIPT,IRF6,0,-0.4061512043522316,0.4061512043522316,0.8860107700797571,0.06822976533235954,0.03254174024931603
CDIPT|PCDH1,CDIPT,PCDH1,0,-0.439804777663156,0.439804777663156,0.8860107700797571,0.061865651501785156,0.17082012419286677
CDK16|CDK17,CDK16,CDK17,0,-0.1317998107340074,0.1317998107340074,0.052459024373290454,0.0045054478534544695,0.12995539077848212
CDK19|THRAP3,CDK19,THRAP3,0,0.0723881518437241,0.0723881518437241,0.24007028131503982,0.02018213335078672,0.4718605270340081
CDK2|CDK7,CDK2,CDK7,0,0.2812514613426418,0.2812514613426418,1.8092973849098128,0.7322187452598604,-0.050578262805110207
CDK5R1|CDK5R2,CDK5R1,CDK5R2,0,-0.1112771009114377,0.1112771009114377,0.0630966521016716,0.0060786379256311685,0.4910066546965449
CDK19|CDK8,CDK8,CDK19,1,-0.0738767558690222,0.0738767558690222,0.07519250524760687,0.02018213335078672,0.2456946109810438
CDS1|CDS2,CDS1,CDS2,1,0.1598043699561702,0.1598043699561702,0.34327877605227086,0.057133341963847326,-0.016219348588485984
CEACAM1|WDR12,CEACAM1,WDR12,0,-0.0742787046654387,0.0742787046654387,1.2709094664660598,0.0791993801443861,0.03906563556489037
CHM|CHML,CHM,CHML,1,-0.1143233971101646,0.1143233971101646,0.08338078390182377,0.07628090379596696,0.31760144472707474
CHMP1A|CHMP1B,CHMP1A,CHMP1B,1,0.1504157644720351,0.1504157644720351,0.3686966427750912,0.06533932175866003,0.1953253666261516
CHORDC1|ITGB1BP2,CHORDC1,ITGB1BP2,1,-0.2845175965317001,0.2845175965317001,1.0006861543999979,0.15009239551802522,0.2739486751205448
CHSY1|CHSY3,CHSY1,CHSY3,0,-0.2629912437839732,0.2629912437839732,0.09183495819975646,0.016100026463433555,0.2946599781294286
CHUK|IKBKB,CHUK,IKBKB,1,-0.1139440724624019,0.1139440724624019,0.10684426877562299,0.07602328267920196,0.2027510588922643
CHUK|TANK,CHUK,TANK,0,-0.0561920315390783,0.0561920315390783,0.10684426877562299,0.05819409685712591,0.3375042782803372
CKAP5|KIF11,CKAP5,KIF11,0,-0.3170643987015893,0.3170643987015893,2.820655965581977,2.0087394387868485,0.7005090788815852
CKAP5|TACC3,CKAP5,TACC3,0,-0.4950040268010367,0.4950040268010367,2.0087394387868485,0.5751190143834862,0.5477236157126545
CLDN4|TIMM10,CLDN4,TIMM10,0,0.2918405260982957,0.2918405260982957,1.5007201933895693,0.044610945540277044,-0.10546517379084627
CLIP4|SPDEF,CLIP4,SPDEF,0,0.0268840397621559,0.0268840397621559,0.14344601851139355,0.042034655205761544,-0.07151934816001358
CLTB|CLTC,CLTB,CLTC,0,-0.1045970192714469,0.1045970192714469,1.5817797795137332,0.1277658529578371,0.14901276434359764
CLTC|CLTCL1,CLTC,CLTCL1,0,0.5043810082323641,0.5043810082323641,1.5817797795137332,0.1425078285666695,0.2883858302726353
CNOT6|CNOT6L,CNOT6,CNOT6L,0,-0.1436539200396365,0.1436539200396365,0.16490970486105166,0.080262571560855,0.4692529745159828
COPG1|COPG2,COPG1,COPG2,1,-0.2764447555177403,0.2764447555177403,1.4515579790284918,0.17993662131585406,0.13372820418638198
COPS7A|COPS7B,COPS7A,COPS7B,1,0.1319481303927802,0.1319481303927802,0.06799090580994412,0.053150911353253505,0.16973061913887422
COX4I1|COX4I2,COX4I1,COX4I2,0,-0.1303196818717839,0.1303196818717839,0.3425130902840334,0.10525569125987497,-0.04459963809376106
COX6B1|CTSZ,COX6B1,CTSZ,0,-0.028055733173644,0.028055733173644,0.3844775692536266,0.0041379589715089685,-0.020811434140707397
CPS1|ZNF407,CPS1,ZNF407,0,0.1615287496736985,0.1615287496736985,0.7245550456047151,0.03351576414381889,0.08264892038013752
CREBBP|EP300,CREBBP,EP300,1,-0.971777581721344,0.971777581721344,0.3585411060415867,0.09075410197416625,0.7376027939622368
CRY1|CRY2,CRY1,CRY2,0,0.1817417348578755,0.1817417348578755,0.04787845843377904,0.004182757865668955,0.16477680246183143
CSTF2|CSTF2T,CSTF2,CSTF2T,1,-0.167381873581021,0.167381873581021,0.1517267174589321,0.02166434919679723,0.33988478635473834
CTPS1|CTPS2,CTPS1,CTPS2,1,-0.2684505008921838,0.2684505008921838,0.7419351638404474,0.01721307766165498,0.16223563275587854
CTR9|PAF1,CTR9,PAF1,1,0.2738516608821374,0.2738516608821374,0.8729383540856565,0.8316039756375474,0.3910879479036213
CWF19L1|RBM22,CWF19L1,RBM22,0,-0.3882028249868983,0.3882028249868983,1.846601910578702,0.16970057796547774,0.5161442328701659
CYFIP1|CYFIP2,CYFIP1,CYFIP2,0,0.1193197429041623,0.1193197429041623,0.29021355389183917,0.13031394579138092,-0.32081736317505066
CYP26C1|NSDHL,CYP26C1,NSDHL,0,-0.2292899475647337,0.2292899475647337,0.11481420796603536,0.0370960660454726,0.03468266645556048
CYP2A6|CYP2C8,CYP2A6,CYP2C8,0,0.0205299465048366,0.0205299465048366,0.016906022803702004,0.014476710537734113,0.08081747771311294
DBT|OGDHL,DBT,OGDHL,0,0.1348052596531236,0.1348052596531236,0.09484706562561936,0.09420985705896716,0.14196502022310672
DDI1|DDI2,DDI1,DDI2,0,-0.0534307105924921,0.0534307105924921,0.20953177609685464,0.05188689540538286,0.09413329853344966
DDX39A|DDX39B,DDX39A,DDX39B,1,-0.549129524634601,0.549129524634601,0.6497697240730584,0.2021800104717757,0.45121504824545217
DDX17|DDX5,DDX5,DDX17,1,0.1404737100771823,0.1404737100771823,0.7136644866016888,0.20505850176106225,0.45066669820595356
DEGS1|DEGS2,DEGS1,DEGS2,0,0.0773048090819203,0.0773048090819203,0.11352042223416049,0.0967704400360304,-0.3175205799209802
DENND5A|DENND5B,DENND5A,DENND5B,0,0.1232843514119592,0.1232843514119592,0.0888706038789106,0.044058095011971166,0.33825816741728026
DGAT1|MOGAT2,DGAT1,MOGAT2,0,-0.0191768290262676,0.0191768290262676,0.015768149616950708,0.005907444985541211,0.2534628551448106
DGAT1|SOAT1,DGAT1,SOAT1,0,0.1412154065754234,0.1412154065754234,0.04469914799658083,0.005907444985541211,-0.14029903183012274
DGKI|DGKZ,DGKI,DGKZ,0,-0.1621053071841207,0.1621053071841207,0.1654600213023072,0.06146356482677442,-0.09620282191174878
DHX29|DHX9,DHX9,DHX29,1,-0.5933767937318086,0.5933767937318086,0.9831893159718366,0.14793846229525776,0.3987808131828543
DLL1|DLL4,DLL1,DLL4,0,0.0445383493695324,0.0445383493695324,0.05136917902303835,0.015255840304792889,0.3777009241375138
DMD|UTRN,DMD,UTRN,0,-0.1306293243225849,0.1306293243225849,0.13323471218001343,0.03358698123378178,0.16149425127514766
DMXL1|DMXL2,DMXL1,DMXL2,1,-0.203668988597475,0.203668988597475,0.07454129678032223,0.016845969841149225,0.14214494504667607
DST|MACF1,DST,MACF1,0,-0.2502146370825563,0.2502146370825563,0.08008699115054799,0.03494921400042457,0.3565218968173903
DUOX1|DUOX2,DUOX1,DUOX2,0,0.0907953824857726,0.0907953824857726,0.15691038686411288,0.02163866851524246,0.6989523618559719
DUSP10|MRPL27,DUSP10,MRPL27,1,0.0152075809385008,0.0152075809385008,0.7021659254925181,0.006696359201804933,0.005129589836238648
DUSP10|MTG2,DUSP10,MTG2,0,0.1816030537533376,0.1816030537533376,0.5163841475757127,0.006696359201804933,0.018067082555627365
DUSP10|TAMM41,DUSP10,TAMM41,0,0.3697074655728824,0.3697074655728824,0.9453665487786801,0.006696359201804933,-0.13070554169464696
DUSP10|TIMM10,DUSP10,TIMM10,0,0.6091151187505842,0.6091151187505842,1.5007201933895693,0.006696359201804933,-0.08586627283068142
DUSP10|TUFM,DUSP10,TUFM,0,0.1437076801766083,0.1437076801766083,0.3719047731975104,0.006696359201804933,-0.17682677981573205
DYNC1LI1|DYNC1LI2,DYNC1LI1,DYNC1LI2,1,0.0486745002151303,0.0486745002151303,0.1832844515806128,0.1448141942888205,0.3754604086716344
DZIP1L|STX4,DZIP1L,STX4,0,-0.3804780322415048,0.3804780322415048,0.394615858607672,0.043416065291929075,0.22637997073900773
E2F3|E2F4,E2F3,E2F4,1,0.1065382580763321,0.1065382580763321,0.39766813875866974,0.1279154742008423,0.26497882559225544
E2F3|RB1,E2F3,RB1,0,-0.7965065319419418,0.7965065319419418,0.39766813875866974,0.18196114047279435,0.08355913758441164
EAF1|EAF2,EAF1,EAF2,1,0.0150892473624151,0.0150892473624151,0.4085821830458247,0.06385742789383939,0.15177707634767382
EEFSEC|IFIH1,EEFSEC,IFIH1,0,0.2993579083081477,0.2993579083081477,0.5374420689834526,0.005685735131959498,0.03769300339373121
EEFSEC|SP110,EEFSEC,SP110,0,-0.1813951532971842,0.1813951532971842,0.5374420689834526,0.027742260305676426,-0.015047408023122112
EFNB1|EPHA3,EFNB1,EPHA3,0,-0.0907197527734122,0.0907197527734122,0.04916857306968768,0.0032424231635404055,0.027189496352798593
EFR3A|EFR3B,EFR3A,EFR3B,1,-0.2858615608993449,0.2858615608993449,0.42284413922173847,0.13924880919984114,-0.06151336859069544
EIF3J|EIF3L,EIF3J,EIF3L,1,-0.1489661219644777,0.1489661219644777,0.6184400489687968,0.43756944492912536,0.10729355722244756
ELL|ELL2,ELL,ELL2,1,0.198225624410278,0.198225624410278,1.301830023118263,0.0636164510679517,0.17096147952878926
ENOX1|ENOX2,ENOX1,ENOX2,0,-0.1583008117228344,0.1583008117228344,0.12162539506298675,0.040534238718405696,0.1691773240004312
EPC1|EPC2,EPC1,EPC2,1,-0.2697355863493901,0.2697355863493901,0.346336257904172,0.3325108704756231,0.5185625022460997
EPHA2|PCGF1,EPHA2,PCGF1,0,0.1199655331055595,0.1199655331055595,0.05773569735564496,0.038397190258916726,0.07063855077766981
EPS15|EPS15L1,EPS15,EPS15L1,0,-0.0841571101323236,0.0841571101323236,0.09365942350700117,0.06756977036317222,0.32020981531614245
ERC1|ERC2,ERC1,ERC2,0,0.0915869911498438,0.0915869911498438,0.040776999283468805,0.015761692463598733,0.20741433754122143
ERN1|ERN2,ERN1,ERN2,0,-0.1648682248594545,0.1648682248594545,0.05301408762879741,0.049116295554191954,0.08855784310334465
ERO1A|ERO1B,ERO1A,ERO1B,0,0.0425905867167598,0.0425905867167598,0.03717368705662912,0.017665309338214415,-0.10642618017617385
ESRP1|ESRP2,ESRP1,ESRP2,0,-0.2212532722668497,0.2212532722668497,0.11899184886178077,0.03525516172024302,0.79206380362325
EXOC6|EXOC6B,EXOC6,EXOC6B,1,-0.1353278592019203,0.1353278592019203,0.07703317050420708,0.03685893986137599,-0.02483418463581705
EZH1|EZH2,EZH1,EZH2,0,0.2318132660530988,0.2318132660530988,0.1342618100571413,0.048998751925470055,0.4701012355164319
FAM50A|FAM50B,FAM50A,FAM50B,1,0.4354118240625573,0.4354118240625573,0.6945606341683968,0.09999921328398857,0.19979271432660167
FANCF|FANCM,FANCF,FANCM,0,-0.1879161389588465,0.1879161389588465,0.42027218038555664,0.2975223649303006,0.12807099253227314
FARS2|GSDMD,FARS2,GSDMD,0,-0.3976141504746694,0.3976141504746694,0.555919552936671,0.17287565975254554,0.018026192673730953
FBLN1|PLXDC1,FBLN1,PLXDC1,0,-0.1565522632245508,0.1565522632245508,0.024101839628442152,0.0193141125064812,0.2203596613073816
FDPS|TAP1,FDPS,TAP1,0,0.3380685667937516,0.3380685667937516,0.8028429780958258,0.12411917261431017,-0.002939865571072095
FEZ1|FEZ2,FEZ1,FEZ2,0,-0.119362346792265,0.119362346792265,0.10202186501021727,0.05219575943892014,0.23309367746366613
FKBP4|FKBP5,FKBP4,FKBP5,1,0.0469925897453945,0.0469925897453945,0.06388191566822997,0.03340104590913483,0.16395407720276603
FKBP10|FKBP9,FKBP9,FKBP10,0,0.0684229889637424,0.0684229889637424,0.12193176020224503,0.09420031064074275,0.5990590993075772
FLNB|FLNC,FLNB,FLNC,0,0.0983881874423052,0.0983881874423052,0.09292493746813921,0.059726226649398396,0.2882783628789029
FLOT1|FLOT2,FLOT1,FLOT2,0,-0.0446514102209769,0.0446514102209769,0.16551119828799932,0.11913117011871674,0.19357573058545266
FNIP1|FNIP2,FNIP1,FNIP2,0,0.3062877358171256,0.3062877358171256,0.02220748146735618,0.020028723704410265,0.3962639037936459
FOSL1|PCGF1,FOSL1,PCGF1,0,0.0500376890568772,0.0500376890568772,0.36119540598989097,0.038397190258916726,0.045664182841466845
FOXA1|MAP4K4,FOXA1,MAP4K4,0,0.2084785034784803,0.2084785034784803,0.16995250011402518,0.030945634752236363,-0.1869148514554612
FOXK1|FOXK2,FOXK1,FOXK2,1,-0.2528733415577155,0.2528733415577155,0.24166872224201397,0.00018806455418604153,0.4825558887028198
FRS2|FRS3,FRS2,FRS3,0,0.1063416582011455,0.1063416582011455,0.17198468918239895,0.09562074643014541,0.08208820126123376
FRY|FRYL,FRY,FRYL,0,-0.1293079402973307,0.1293079402973307,0.10304093584123265,0.001900630992107016,0.07650443439506281
FSD1|FSD1L,FSD1,FSD1L,0,0.0446887017053678,0.0446887017053678,0.05149784924926491,0.012572689909476893,0.4120775500850718
G3BP1|G3BP2,G3BP1,G3BP2,1,0.1419719445892146,0.1419719445892146,0.06598622467009259,0.060043033812557364,0.5132785193386934
GABPB1|GABPB2,GABPB1,GABPB2,0,-0.0984521796048556,0.0984521796048556,0.47353309182582215,0.2602695523321272,0.223764039189189
GALNT2|GALNT5,GALNT2,GALNT5,0,-0.1468052349350505,0.1468052349350505,0.04766070498466927,0.025316226129883563,0.18588906647601863
GAPDH|RSPH1,GAPDH,RSPH1,0,0.3370223244337087,0.3370223244337087,1.542601633355671,0.004869531159682216,-0.20779236262463624
GATAD2A|NCOR2,GATAD2A,NCOR2,0,-0.1765709068784113,0.1765709068784113,0.38112941091407393,0.09223765956014268,0.5151933685087957
GBX1|GBX2,GBX1,GBX2,0,-0.0992959485234099,0.0992959485234099,0.0939631039500116,0.06243079026665271,0.15284908812507317
GDF15|TP53,GDF15,TP53,0,-0.0844745885479277,0.0844745885479277,0.42418459487545485,0.08425524865592392,-0.08643624361117891
GDI1|GDI2,GDI1,GDI2,1,0.0578274218583885,0.0578274218583885,0.13518866891648995,0.09736388074333198,0.045648221945437564
GDI2|RHOBTB2,GDI2,RHOBTB2,0,-0.0375486096769327,0.0375486096769327,0.09736388074333198,0.050437171743492736,0.09008322053637297
GFM1|TGFBR2,GFM1,TGFBR2,0,-0.371992967833668,0.371992967833668,0.5585852905885859,0.05957650806971801,0.05662008078359005
GIT1|GIT2,GIT1,GIT2,1,-0.1260607386173034,0.1260607386173034,0.14726569642088888,0.07623916910316571,0.327119629848769
GLIS3|PCGF1,GLIS3,PCGF1,0,-0.2385835918324243,0.2385835918324243,0.11049820595363498,0.038397190258916726,-0.009976869652729477
GNB3|KLF5,GNB3,KLF5,0,-0.3723780568291474,0.3723780568291474,0.40119566782364735,0.12418772637929872,-0.3376764116544433
GOLT1A|GOLT1B,GOLT1A,GOLT1B,0,0.0912718626937826,0.0912718626937826,0.21485066286429377,0.1457601909243307,-0.02733903612743243
GPR183|MTA3,GPR183,MTA3,0,0.0437361362853689,0.0437361362853689,0.12437298994488705,0.020162006351547135,-0.17032853375389
GPSM1|GPSM2,GPSM1,GPSM2,0,0.100050060087407,0.100050060087407,0.05284073224631134,0.024441021131830252,0.08950336660315873
GRHL2|GRHL3,GRHL2,GRHL3,0,-0.0847084928406065,0.0847084928406065,0.16677280171065378,0.06016054276916415,0.6475140755409587
GRIP1|GRIP2,GRIP1,GRIP2,0,-0.0762562893146138,0.0762562893146138,0.04845848094136237,0.005776881210991524,0.10661997721979063
GSTP1|SPDEF,GSTP1,SPDEF,0,-0.0529806951310452,0.0529806951310452,0.17878559547283754,0.042034655205761544,-0.26628117870727497
GTF3C1|SNAPC4,GTF3C1,SNAPC4,0,0.26848931450962,0.26848931450962,1.0235582328433506,0.7644788883898939,0.4273322425260661
GXYLT1|GXYLT2,GXYLT1,GXYLT2,0,-0.1144365243751322,0.1144365243751322,0.038228559652075556,0.017107045610987918,0.27038584546493005
GYS1|GYS2,GYS1,GYS2,0,-0.0996255115336905,0.0996255115336905,0.1231899003267162,0.01900795002870077,-0.0001038078485719134
HACD1|HACD2,HACD1,HACD2,0,-0.2475781366895495,0.2475781366895495,0.04960703565460483,0.03249659750388246,0.15683767731121173
HEATR5A|HEATR5B,HEATR5A,HEATR5B,0,-0.1686879014291689,0.1686879014291689,0.2075979061179532,0.0012034764197478907,0.12005491365275243
HMG20B|MTA1,HMG20B,MTA1,0,0.0701135663898308,0.0701135663898308,0.08057161499294128,0.013579836517654676,0.3948862708703222
HMGCL|HMGCLL1,HMGCL,HMGCLL1,0,0.0815563684748632,0.0815563684748632,0.12397952447062122,0.07260707200505774,-0.07175509798013491
HMGCS1|HMGCS2,HMGCS1,HMGCS2,0,-0.1736125282933107,0.1736125282933107,1.5694645623657435,0.06076883944607895,0.08461660096339153
HMSD|SERPINA11,HMSD,SERPINA11,0,0.0810717141116443,0.0810717141116443,0.17635852377119007,0.16362911134015962,0.0035414333719470787
HMSD|SERPINA12,HMSD,SERPINA12,0,0.01788882189411,0.01788882189411,0.17635852377119007,0.007423255222132514,0.06277436458711126
HMSD|SERPINA9,HMSD,SERPINA9,0,-0.1032098190367151,0.1032098190367151,0.17635852377119007,0.056747412506695884,0.014823048982941976
HNRNPF|HNRNPH1,HNRNPF,HNRNPH1,1,-0.3292941418969606,0.3292941418969606,1.33317588760458,0.2120733231354697,0.380336250708829
HNRNPH1|HNRNPH3,HNRNPH1,HNRNPH3,1,-0.564758982410089,0.564758982410089,1.33317588760458,0.11316528667158275,0.5802857393889813
