pair,gene_a,gene_b,hit_any_line,dd_min3,abs_dd,max_abs_mean_chronos,min_abs_mean_chronos,mrna_coexpression
TTC7A|TTC7B,TTC7A,TTC7B,1,-0.1907080838580954,0.1907080838580954,0.2461882231805367,0.003338713965824054,-0.21810554082952108
UAP1|UAP1L1,UAP1,UAP1L1,1,0.2402640760434784,0.2402640760434784,0.35926499427191777,0.007566991084351734,0.07676442808600661
ULK1|ULK2,ULK1,ULK2,0,0.1483691539442838,0.1483691539442838,0.04852662725378226,0.014242362071661657,0.2815303655038651
UNC119|UNC119B,UNC119,UNC119B,0,-0.0051558470185562,0.0051558470185562,0.22325557681851302,0.03686992622041874,0.2889971217565625
UNC45A|UNC45B,UNC45A,UNC45B,0,-0.1210327399234686,0.1210327399234686,0.32346964665666034,0.13287240322055383,-0.10308102367030833
USP13|USP5,USP5,USP13,0,-0.2260758970106353,0.2260758970106353,1.2556664652255947,0.017423219044749076,0.5175152748797721
UTP14A|UTP14C,UTP14A,UTP14C,0,-0.0703978808003271,0.0703978808003271,0.26300460399720954,0.05611663449313695,0.14086091354780214
VANGL1|VANGL2,VANGL1,VANGL2,0,0.0368725963377784,0.0368725963377784,0.12903258459292552,0.11891551650213526,0.06001349786905964
VPS26A|VPS26B,VPS26A,VPS26B,0,-0.2329323507320249,0.2329323507320249,0.2643465909723697,0.011191943914528884,0.16850797240954085
WAS|WASL,WAS,WASL,0,0.0543684715764133,0.0543684715764133,0.040070069168007684,0.01262251341293538,-0.7474710171762704
WRN|ZNF284,WRN,ZNF284,0,0.1872438345798299,0.1872438345798299,0.1806522894570912,0.1801452218164483,0.21870614016384776
XRCC4|XRCC6,XRCC4,XRCC6,1,-0.0411777584514795,0.0411777584514795,1.964929416379891,0.2661070038647938,0.31790019028666894
XYLT1|XYLT2,XYLT1,XYLT2,0,0.2612657717671783,0.2612657717671783,0.34029023946654924,0.015638650578846162,0.018917976558914334
YIPF5|YIPF7,YIPF5,YIPF7,0,0.0874451289429857,0.0874451289429857,0.1972558984597917,0.08766951742392133,0.10662487803176035
ZDHHC13|ZDHHC17,ZDHHC13,ZDHHC17,0,0.1971958438284063,0.1971958438284063,0.1422640512987037,0.018932207865233582,0.23123511951907613
ZMIZ1|ZMIZ2,ZMIZ1,ZMIZ2,0,0.1719520444241194,0.1719520444241194,0.19941869257622188,0.011499009318946086,0.1364104968613908
ZNF146|ZNF260,ZNF146,ZNF260,0,0.0713279721251493,0.0713279721251493,0.1812796212698599,0.08533884080221778,0.6856510703581274
ZNF185|ZNF418,ZNF185,ZNF418,0,-0.1897086334561341,0.1897086334561341,0.13883285199491274,0.018623942897130985,0.026137251529496565
ZNF423|ZNF521,ZNF423,ZNF521,0,-0.1230330045599239,0.1230330045599239,0.12792401429825825,0.03712663832307914,0.17798087873778745
