,SequencingID,ModelID,ModelConditionID,IsDefaultEntryForModel,IsDefaultEntryForMC,MSIScore,LoHFraction,WGD,CIN,Ploidy,Aneuploidy
2583,CDS-krNJzS,ACH-002314,MC-002314-4BVq,Yes,Yes,1.44,0.256537874905357,1.0,0.600238811781935,2.5767575527925803,24.0
2584,CDS-kuyVO1,ACH-001836,MC-001836-jYoz,Yes,Yes,6.13,,,,,
2585,CDS-kvBaDr,ACH-002059,MC-002059-DNM1,No,No,67.93,0.0435958153207397,0.0,0.0588210398662737,1.99725937475734,0.0
2586,CDS-kx45sG,ACH-000922,MC-000922-maXA,No,Yes,16.25,0.00598534000732653,0.0,0.102769994891983,2.10494379654987,3.0
2587,CDS-kyNWhm,ACH-000272,MC-000272-qQOa,No,No,3.16,0.128232057155766,1.0,0.311188663930616,3.63698265657265,9.0
2588,CDS-l0JGrl,ACH-003451,MC-003451-A9W6,Yes,Yes,3.55,0.0700487794983382,0.0,0.0703363048111384,1.93187433422289,3.0
2589,CDS-l1fZ7V,ACH-000104,MC-000104-RcHz,No,Yes,1.24,0.0719677624822763,0.0,0.102129774426544,1.98642759020005,2.0
2590,CDS-l3LX1Z,ACH-000096,MC-000096-OrvI,No,No,1.69,0.0132081220268793,0.0,0.0245414251805037,2.0101585293928,1.0
2591,CDS-l4hN5a,ACH-001669,MC-001669-PygV,No,No,70.74,,,,,
2592,CDS-l4uex7,ACH-000217,MC-000217-5uKp,No,Yes,1.17,0.298251232253243,1.0,0.600019347208509,3.25196548785613,20.0
2593,CDS-l6pB8O,ACH-000168,MC-000168-iXaz,No,Yes,1.88,0.0662057908692353,0.0,0.20057373365304,2.13924748517183,7.0
2594,CDS-l76TRt,ACH-001318,MC-001318-etC9,No,No,3.59,0.297710097981619,1.0,0.497078533982696,2.58353548334508,19.0
2595,CDS-l7AAYZ,ACH-002113,MC-002113-6C61,Yes,Yes,0.88,0.190904896754284,0.0,0.281270648725809,1.93613359574121,8.0
2596,CDS-lALsjB,ACH-000505,MC-000505-RbSi,No,Yes,1.53,0.27871142679614,1.0,0.760921818796997,4.70836594366049,33.0
2597,CDS-lCA737,ACH-001031,MC-001031-oRDI,No,No,3.79,,,,,
2598,CDS-lCVf9i,ACH-000616,MC-000616-zrFf,No,Yes,1.1,0.308713576084964,1.0,0.850555423315396,4.63158414591932,32.0
2599,CDS-lDbA6A,ACH-000944,MC-000944-LNJm,No,Yes,3.76,0.125902604109167,1.0,0.468636068567965,3.47713050776406,17.0
2600,CDS-lFkF7T,ACH-002235,MC-002235-2BxB,Yes,Yes,2.15,0.134075502248971,1.0,0.508236880034677,3.6171627792029,18.0
2601,CDS-lLzyF9,ACH-002463,MC-002463-lGXh,No,No,3.37,0.000400457077340272,0.0,0.0357571938901264,2.03434100306845,1.0
2602,CDS-lMZSdf,ACH-000321,MC-000321-v6tA,Yes,Yes,1.63,0.0145012476746413,0.0,0.251032920073974,2.27487332572829,9.0
2603,CDS-lOKmeq,ACH-000753,MC-000753-DxZw,No,No,2.38,0.42008592725934,1.0,0.730730229431533,3.37562485499675,17.0
2604,CDS-lTn4CJ,ACH-000508,MC-000508-AwIO,No,Yes,1.28,0.213589276282992,1.0,0.674139252392342,3.5776992205014,24.0
2605,CDS-lYZ7l6,ACH-000660,MC-000660-5vbJ,No,Yes,1.47,0.0864731117403863,0.0,0.131255980898927,2.02684697086858,2.0
2606,CDS-lYvYEw,ACH-001407,MC-001407-g9d6,Yes,Yes,3.63,,,,,
2607,CDS-lb8dJ4,ACH-001321,MC-001321-SIx7,Yes,Yes,1.2,0.131202839064293,0.0,0.299788958412539,1.92249555805444,10.0
2608,CDS-lc9v5d,ACH-001560,MC-001560-l8bg,No,No,3.99,0.234429296595769,1.0,0.67652477508181,3.52933756381068,24.0
2609,CDS-lcTI1a,ACH-000560,MC-000560-YCjG,Yes,Yes,2.08,0.283690440857618,1.0,0.748285717776584,3.8580271408048,21.0
2610,CDS-ldZUrx,ACH-000995,MC-000995-4KxL,No,Yes,80.67,,,,,
2611,CDS-lefDLq,ACH-002252,MC-002252-KHzG,Yes,Yes,4.45,0.0520201406973965,0.0,0.140848366951816,2.10774794066784,2.0
2612,CDS-lfRNt2,ACH-000415,MC-000415-LtPG,No,No,1.98,0.328456382444113,1.0,0.561819556292359,3.05990539884475,24.0
2613,CDS-lgEB8P,ACH-000647,MC-000647-Ldet,No,Yes,0.63,0.239486117692311,1.0,0.651813316556267,2.89552127799385,19.0
2614,CDS-lhQCqo,ACH-000534,MC-000534-Qtqb,Yes,Yes,1.64,0.053233771323096,0.0,0.11007356721799,2.06275622148593,3.0
2615,CDS-liTQH6,ACH-000954,MC-000954-kX2i,No,No,64.13,0.0783794628858688,0.0,0.275442747244664,2.17399352760046,8.0
2616,CDS-ljiqfw,ACH-001518,MC-001518-3HlU,Yes,Yes,73.8,,,,,
2617,CDS-lvqKoE,ACH-001382,MC-001382-KLz9,Yes,Yes,3.09,0.0679728826596515,1.0,0.384874036249272,3.61573564667241,16.0
2618,CDS-lwBv9s,ACH-000989,MC-000989-Dydx,Yes,Yes,71.61,,,,,
2619,CDS-lwxKNA,ACH-000763,MC-000763-Lfpn,No,No,3.77,0.113400032386811,0.0,0.197394232564468,1.97137174230693,4.0
2620,CDS-lxWsYL,ACH-000610,MC-000610-VNJ6,No,Yes,1.1,0.484642609825272,1.0,0.626744078812521,2.59838073759858,23.0
2621,CDS-lxx7UM,ACH-002170,MC-002170-Lidu,No,Yes,0.36,0.471668198477688,1.0,0.716023999200131,3.2014551295639,22.0
2622,CDS-lzE2vA,ACH-002282,MC-002282-9lPy,Yes,Yes,0.53,0.132473252143728,1.0,0.587372393474016,3.2602171680834,20.0
2623,CDS-m1GZ6A,ACH-000926,MC-000926-5j81,Yes,Yes,1.65,,,,,
2624,CDS-m5eeaG,ACH-002160,MC-002160-veZF,Yes,Yes,12.4,0.32633078832557,0.0,0.355414631945478,1.93458928133156,6.0
2625,CDS-m9YOj9,ACH-000699,MC-000699-iHwM,No,No,1.81,0.573736170830788,1.0,0.620082643207893,2.89785081694796,27.0
2626,CDS-mDncpH,ACH-000723,MC-000723-XaoY,Yes,Yes,2.1,0.166564285372251,1.0,0.638198220395297,3.37764413987401,23.0
2627,CDS-mFLH1E,ACH-001835,MC-001835-poui,Yes,Yes,4.86,0.320537965839051,1.0,0.705384575093677,3.07579631995156,26.0
2628,CDS-mH7O2b,ACH-001630,MC-001630-hYpZ,Yes,Yes,3.33,,,,,
2629,CDS-mLhj1h,ACH-000375,MC-000375-3NLt,No,No,3.94,0.0123523680894075,0.0,0.0998916901802521,2.0863418989602,2.0
2630,CDS-mNZXgf,ACH-000644,MC-000644-IkVV,No,Yes,0.42,0.376299015466408,1.0,0.653974944013332,2.907986100948,20.0
2631,CDS-mNx4FM,ACH-000207,MC-000207-SgZd,No,Yes,1.4,0.334466541634959,1.0,0.711903830546415,3.13971877355076,22.0
2632,CDS-mOHXtu,ACH-001489,MC-001489-8Jel,No,Yes,0.5,0.278698467649358,1.0,0.490588669655342,2.9385986575252,17.0
2633,CDS-mPDtkr,ACH-000673,MC-000673-RSQe,No,No,4.4,,,,,
2634,CDS-mPabL7,ACH-002018,MC-002018-Bkao,No,No,3.73,,,,,
2635,CDS-mY4dFR,ACH-000162,MC-000162-QU83,Yes,Yes,0.9,0.00674636090170712,0.0,0.0680197394353242,2.07715391216408,1.0
2636,CDS-maxkQL,ACH-000606,MC-000606-ClJi,Yes,Yes,2.97,0.243586701123821,1.0,0.494775235084226,4.16077250868231,16.0
2637,CDS-meB55t,ACH-001459,MC-001459-5XUL,Yes,Yes,4.66,0.220964728885921,1.0,0.530860294269402,3.54986382560809,21.0
2638,CDS-meYpJE,ACH-000740,MC-000740-tNVa,No,Yes,0.72,0.395025250371987,1.0,0.650852293106705,3.05727588632122,24.0
2639,CDS-mhHwwD,ACH-000388,MC-000388-zMD3,Yes,Yes,3.21,0.000916415458780312,0.0,0.126710707141995,2.18567227627939,5.0
2640,CDS-mhprQz,ACH-002020,MC-002020-kwLe,No,Yes,1.28,0.189542553156182,0.0,0.27610534540711,2.01894853557117,5.0
2641,CDS-miDyKo,ACH-001460,MC-001460-E7N6,Yes,Yes,5.54,0.131698535071381,1.0,0.557507140394932,2.84676067198338,21.0
2642,CDS-mjhcUj,ACH-000471,MC-000471-iBae,No,No,1.68,0.33861281827848,1.0,0.740301771575523,2.81596346032753,24.0
2643,CDS-mpgJOV,ACH-000900,MC-000900-lYab,No,Yes,3.47,0.437674102243885,1.0,0.721759046826145,2.67081720947586,28.0
2644,CDS-mrlBuT,ACH-000329,MC-000329-Yx8n,No,Yes,1.01,0.0911937397050489,0.0,0.160004731964458,2.08672618034935,4.0
2645,CDS-ms8hJc,ACH-000042,MC-000042-XBux,No,Yes,0.92,0.210761108436662,1.0,0.610465641011518,3.40511105922978,28.0
2646,CDS-mtpJ5b,ACH-000785,MC-000785-K3As,No,Yes,0.81,0.4530837243548,1.0,0.764170996970362,3.60113961124292,30.0
2647,CDS-n1Xr2v,ACH-000340,MC-000340-lsm9,Yes,Yes,1.67,1.0081060681331e-05,0.0,0.000293293024859524,2.0003069400947,0.0
2648,CDS-n2Cr7s,ACH-001376,MC-001376-Gwba,Yes,Yes,3.5,0.170781108130056,1.0,0.439467383924706,3.10419808390763,15.0
2649,CDS-n3RkdQ,ACH-000102,MC-000102-BlKn,Yes,Yes,0.98,0.310135400556914,1.0,0.759662406572311,4.3387421903593,21.0
2650,CDS-n44Bva,ACH-002162,MC-002162-kvao,Yes,Yes,1.18,0.277594730048849,1.0,0.652794461514103,3.3813996368417,23.0
2651,CDS-n85OUk,ACH-000309,MC-000309-LZlq,Yes,Yes,0.62,0.583315340575582,1.0,0.762870941765911,4.12738904853459,28.0
2652,CDS-n8XW6d,ACH-000120,MC-000120-VBci,No,Yes,0.63,0.0741516673829298,0.0,0.163474181662553,2.13309301293872,5.0
2653,CDS-nB0R2i,ACH-000761,MC-000761-5VXC,Yes,Yes,3.5,0.332393946316778,1.0,0.744929036313866,3.09593235220806,17.0
2654,CDS-nCmaVH,ACH-002110,MC-002110-cfJ6,Yes,Yes,0.73,0.171351001607028,0.0,0.367360969222116,2.26771181772606,13.0
2655,CDS-nCnoUh,ACH-000587,MC-000587-1IBb,No,Yes,0.79,0.262267777148386,1.0,0.618762405473476,3.03031487735848,24.0
2656,CDS-nD0Juk,ACH-001750,MC-001750-fAbS,No,No,5.44,0.09027577406234,1.0,0.46371072026198,3.26392445767724,18.0
2657,CDS-nFgV37,ACH-002311,MC-002311-dUjX,Yes,Yes,1.37,0.435676509658395,1.0,0.663059201707648,3.15364801870679,23.0
2658,CDS-nGVKqG,ACH-002103,MC-002103-ObTM,Yes,Yes,0.58,0.0687902639116405,0.0,0.104362134344063,1.99773059998592,3.0
2659,CDS-nKUdi3,ACH-001855,MC-001855-5n8l,Yes,Yes,4.85,0.0715707336876133,0.0,0.337758342653088,2.27337086727809,10.0
2660,CDS-nLx5SQ,ACH-002251,MC-002251-iNFE,Yes,Yes,3.05,0.198493595664517,0.0,0.437136720114852,2.3836988043938,15.0
2661,CDS-nNHRhK,ACH-000996,MC-000996-nXxW,No,No,3.23,,,,,
2662,CDS-nOWHQv,ACH-002403,MC-002403-O9D9,Yes,Yes,4.57,0.348747934784548,1.0,0.578159446415551,3.25216924494503,32.0
2663,CDS-nOvuUL,ACH-001999,MC-001999-g7LW,Yes,Yes,2.66,0.170673841357817,1.0,0.529985452030185,3.15756723079281,24.0
2664,CDS-nPxoTc,ACH-000563,MC-000563-jCCJ,Yes,Yes,1.91,0.399890579563246,1.0,0.796240235040116,3.06167255038616,26.0
2665,CDS-nQIkC1,ACH-001796,MC-001796-JoKm,Yes,Yes,3.42,0.148795686743639,1.0,0.729343277904095,4.47920645420175,24.0
2666,CDS-nTWOwy,ACH-002067,MC-002067-5mbZ,No,Yes,0.82,0.229814047285742,1.0,0.702723957272544,2.80691495283948,25.0
2667,CDS-nU33DH,ACH-001001,MC-001001-SLVN,No,No,3.34,0.326616809001194,1.0,0.754816956445794,4.94105929734155,27.0
2668,CDS-nWi6Cp,ACH-000564,MC-000564-riBO,Yes,Yes,1.33,0.550685981733758,1.0,0.537436375527549,2.53692666478968,28.0
2669,CDS-nXfgKW,ACH-000020,MC-000020-GnMZ,No,Yes,0.72,0.906825415583318,1.0,0.0893639160717818,4.27195081876285,4.0
2670,CDS-naUpJu,ACH-001765,MC-001765-czdh,No,No,3.68,0.14838754460316,1.0,0.772729723463142,4.98450303132874,24.0
2671,CDS-nbsZCp,ACH-002105,MC-002105-7Q49,Yes,Yes,0.81,0.0877222719052918,0.0,0.35911347807909,2.33695012711303,12.0
2672,CDS-nglMoY,ACH-000485,MC-000485-p85M,Yes,Yes,1.95,0.0261026535190061,1.0,0.478277172742486,3.71235879665557,30.0
2673,CDS-nhVrrn,ACH-000097,MC-000097-qJSn,No,No,1.63,0.212789663500013,1.0,0.509156785069288,3.29618828763286,16.0
2674,CDS-nic3f2,ACH-000287,MC-000287-pZ0k,Yes,Yes,1.3,0.0675968119232963,0.0,0.115175305459312,2.03895750291795,0.0
2675,CDS-niufou,ACH-001075,MC-001075-NQke,No,Yes,3.68,0.0801788872734966,0.0,0.211543056672588,2.09988162205402,8.0
2676,CDS-njW8Yv,ACH-000639,MC-000639-pJGf,No,Yes,1.12,0.463171505736196,0.0,0.621859261794356,1.99215645517112,15.0
2677,CDS-njysL7,ACH-000192,MC-000192-cA5R,No,Yes,1.29,0.342393285777192,1.0,0.712537807646267,2.62575662032565,27.0
2678,CDS-nk4OBW,ACH-000072,MC-000072-L6Xl,Yes,Yes,2.12,0.610747884351611,1.0,0.504692135615605,2.50171127358692,31.0
2679,CDS-nkHgKT,ACH-001306,MC-001306-5hIp,No,Yes,1.68,0.186894009228036,1.0,0.554764491262821,3.15671700693352,22.0
2680,CDS-nkuv3u,ACH-000617,MC-000617-T8bN,No,Yes,1.05,0.533952201415589,1.0,0.628047108683724,3.06597597214964,29.0
2681,CDS-npwv4h,ACH-001030,MC-001030-DXsJ,Yes,Yes,4.74,0.0900385184305872,0.0,0.32500078874588,2.28970441574923,10.0
2682,CDS-nseYlp,ACH-000269,MC-000269-kDcc,Yes,Yes,1.61,0.288313358374847,1.0,0.708192095272446,3.42287502018519,20.0
2683,CDS-nue9Fd,ACH-002027,MC-002027-w4Gn,No,No,62.28,0.0206594487488195,1.0,0.208498689236718,3.86039982567923,6.0
2684,CDS-nvLcCC,ACH-001680,MC-001680-amSC,No,Yes,1.24,0.0767335145976535,0.0,0.272846362371893,2.26742226583536,6.0
2685,CDS-nwbxri,ACH-003474,MC-003474-N0S6,Yes,Yes,4.39,0.22354531409359,1.0,0.632398321688196,3.24334785286828,18.0
2686,CDS-nymcCj,ACH-001354,MC-001354-TZLe,No,No,2.87,0.106481049572389,1.0,0.453119847338567,3.43801012445197,14.0
2687,CDS-o00yvx,ACH-002344,MC-002344-3uAu,Yes,Yes,0.86,0.00268846292491315,0.0,0.0205877622965518,2.03321578180645,0.0
2688,CDS-o17kST,ACH-000740,MC-000740-PW6X,No,No,4.11,0.300697658660517,1.0,0.729051371783855,4.22318204397484,25.0
2689,CDS-o6xpMI,ACH-001991,MC-001991-zRh9,Yes,Yes,4.17,0.000218780930783233,0.0,0.0371891199339962,2.03625590991719,1.0
2690,CDS-o86jP7,ACH-001172,MC-001172-cKtB,No,No,5.04,0.331270213201839,1.0,0.689584218769434,2.42948844142669,17.0
2691,CDS-oBy0tg,ACH-001328,MC-001328-3LPD,Yes,Yes,4.78,0.15167154167498,1.0,0.698888788251453,3.53531729892845,21.0
2692,CDS-oHtc35,ACH-002356,MC-002356-6Mia,Yes,Yes,1.02,0.00275571585873804,0.0,0.0325954113266562,2.0508090039646,0.0
2693,CDS-oKc8EY,ACH-002431,MC-002431-W7S7,Yes,Yes,4.11,0.00012970256984515,0.0,0.0131591130295726,2.01270229281646,1.0
2694,CDS-oLN6S3,ACH-002015,MC-002015-RTao,No,No,3.04,0.344932703445876,1.0,0.502842681292927,3.20982154384952,32.0
2695,CDS-oMGnSg,ACH-001561,MC-001561-MKmJ,Yes,Yes,11.94,0.288147546568782,1.0,0.291222873317292,3.47701830132868,39.0
2696,CDS-oOBBud,ACH-000222,MC-000222-jGD1,No,Yes,0.86,0.22301236889223,1.0,0.599483194395489,2.60128818856168,25.0
2697,CDS-oOcuaZ,ACH-001537,MC-001537-4GEo,Yes,Yes,5.94,,,,,
2698,CDS-oPZIGD,ACH-003458,MC-003458-O5Q9,Yes,Yes,3.18,0.627161233325358,1.0,0.414698418534825,2.56906800676747,36.0
2699,CDS-oQeHKq,ACH-001738,MC-001738-GVx0,Yes,Yes,35.06,,,,,
2700,CDS-oQeSKR,ACH-001557,MC-001557-elcL,Yes,Yes,3.66,0.381577177796652,1.0,0.681099844476662,2.92740261555375,26.0
2701,CDS-oU91l2,ACH-000955,MC-000955-y2v6,No,Yes,87.65,0.0320307477479075,0.0,0.108442665611689,2.12024497283411,2.0
2702,CDS-oVJ2qU,ACH-001106,MC-001106-76g5,No,Yes,1.97,0.00442987088371875,0.0,0.0311525664352153,2.05184394521751,0.0
2703,CDS-oVQOo4,ACH-001340,MC-001340-Rzvh,Yes,Yes,3.94,0.397707017679007,1.0,0.502228469232163,3.73723907851106,11.0
2704,CDS-oW5j5N,ACH-001625,MC-001625-p0RD,Yes,Yes,3.8,,,,,
2705,CDS-oWehHs,ACH-000371,MC-000371-dVDN,No,Yes,2.28,0.121686806764679,0.0,0.256512277255624,2.14095809180029,8.0
2706,CDS-oYPsFc,ACH-000721,MC-000721-QnhE,No,No,2.09,0.243486685492894,1.0,0.736534606879769,3.583230988821,26.0
2707,CDS-oZPNvc,ACH-000177,MC-000177-lGh6,Yes,Yes,2.7,0.250439003876784,1.0,0.665178123474101,3.27615755236936,28.0
2708,CDS-oa2Isv,ACH-000258,MC-000258-6FD9,No,Yes,1.15,0.0697474586439827,1.0,0.435023240149008,4.11140971372118,13.0
2709,CDS-oblctg,ACH-002212,MC-002212-nqux,Yes,Yes,0.39,0.240248987588319,0.0,0.433310453595926,2.12763054852445,10.0
2710,CDS-oe7EAp,ACH-000129,MC-000129-Xfg0,No,Yes,0.74,0.169452951378704,1.0,0.521279293924077,3.76560059368048,31.0
2711,CDS-oejd1Z,ACH-001335,MC-001335-yPd0,Yes,Yes,2.98,0.145581369959946,0.0,0.279046616026455,2.01303249627282,9.0
2712,CDS-offVv3,ACH-000430,MC-000430-zl5N,Yes,Yes,1.6,0.388541332664922,1.0,0.606238024681379,2.50374626328469,25.0
2713,CDS-ofzquR,ACH-000261,MC-000261-Fkq1,No,No,4.43,0.507256219147838,1.0,0.528169034467711,3.50938997325764,31.0
2714,CDS-oi7eGQ,ACH-002232,MC-002232-9hRd,Yes,Yes,74.71,,,,,
2715,CDS-oiGq8H,ACH-000668,MC-000668-uGDa,No,Yes,2.09,0.313966658614787,1.0,0.782511133717239,4.66546562381513,35.0
2716,CDS-okYrSC,ACH-001349,MC-001349-VGWT,No,No,3.46,0.0528456257947257,0.0,0.117807936130908,2.06109005882056,4.0
2717,CDS-omnHLE,ACH-000461,MC-000461-uDY4,No,No,1.65,0.320104636552896,1.0,0.698229095500418,2.79638111728172,30.0
2718,CDS-onUpkO,ACH-000650,MC-000650-hjLy,Yes,Yes,0.98,0.41034849797628,1.0,0.588400420915557,2.90190318470175,23.0
2719,CDS-ou1ZJu,ACH-000312,MC-000312-oMfE,No,No,2.81,0.0868625707293217,0.0,0.174549434471047,1.95468562301091,6.0
2720,CDS-ouSaEZ,ACH-001703,MC-001703-H1dO,No,Yes,2.1,0.0494476068395262,0.0,0.174767485809176,2.18113330690661,4.0
2721,CDS-oxdBvK,ACH-000620,MC-000620-dj0N,No,Yes,1.53,0.128034742943113,1.0,0.784052555504539,4.31820718772627,28.0
2722,CDS-p0fdwn,ACH-000866,MC-000866-SgOR,No,Yes,54.11,0.0422242320868361,0.0,0.100871017190316,2.06578558667094,3.0
2723,CDS-p31WxS,ACH-001567,MC-001567-Cfys,Yes,Yes,3.15,0.332587744775802,1.0,0.666254221214139,2.66879913571223,26.0
2724,CDS-p9CaQm,ACH-002295,MC-002295-cZjJ,Yes,Yes,1.53,0.427534054579942,1.0,0.727222348733068,2.64561150469505,23.0
2725,CDS-p9JxkT,ACH-000784,MC-000784-ayo7,No,Yes,1.47,0.533617023998865,1.0,0.66710636267836,2.77417054710875,19.0
2726,CDS-pCh5dD,ACH-003480,MC-003480-qaa6,Yes,Yes,3.53,0.25067447699293,1.0,0.361939379999014,2.91312111568642,14.0
2727,CDS-pCtF9a,ACH-000029,MC-000029-BMZc,No,No,5.68,0.581570934800737,1.0,0.59009996282303,2.64937641963323,24.0
2728,CDS-pDoiKD,ACH-000138,MC-000138-tChl,Yes,Yes,0.71,0.27339631938651,1.0,0.526882100613841,3.48077443440386,31.0
2729,CDS-pEG9yl,ACH-002460,MC-002460-Rx9X,No,No,3.12,,,,,
2730,CDS-pEGMSA,ACH-000831,MC-000831-XRYC,No,Yes,2.02,0.522140185775966,1.0,0.616968762212606,2.3108786482386,13.0
2731,CDS-pFIPXl,ACH-002021,MC-002021-cfQQ,No,No,4.17,0.0529577739147118,1.0,0.514235872309468,3.38792416135313,17.0
2732,CDS-pGj1dW,ACH-000573,MC-000573-ASEy,No,Yes,1.11,0.589679850445248,1.0,0.572695439363433,3.16255569598502,30.0
2733,CDS-pHNEdp,ACH-000163,MC-000163-SnsT,No,No,1.39,0.15128213779659,1.0,0.575099954235435,3.55727425382214,20.0
2734,CDS-pJKcbr,ACH-000579,MC-000579-O3LW,No,Yes,0.33,0.310519829911189,1.0,0.613466805444444,3.54296813781372,22.0
2735,CDS-pLIDos,ACH-001638,MC-001638-xwcP,Yes,Yes,4.47,0.0295187050187464,0.0,0.219078410345414,2.15888661939732,6.0
2736,CDS-pOlUSD,ACH-000218,MC-000218-ekDt,No,Yes,1.02,0.0655681014164174,1.0,0.588522048950784,4.03273091684488,23.0
2737,CDS-pPnsD2,ACH-002348,MC-002348-19se,Yes,Yes,3.74,0.141442867063946,1.0,0.493285433790021,3.7191358749998,17.0
2738,CDS-pQE1r4,ACH-001513,MC-001513-eaBx,Yes,Yes,3.77,0.433695895842073,1.0,0.673485263886587,2.5811118291706,25.0
2739,CDS-pRqGRf,ACH-000567,MC-000567-1IeE,Yes,Yes,1.08,0.0117217845772756,0.0,0.160701421624708,2.17964422710453,4.0
2740,CDS-pS21vH,ACH-001334,MC-001334-NKNW,No,Yes,0.65,0.204072472917712,0.0,0.269354536944121,1.9617063071564,8.0
2741,CDS-pS3KNf,ACH-002337,MC-002337-ieSb,Yes,Yes,0.66,0.427721805228327,1.0,0.647742846692932,2.54911532742466,20.0
2742,CDS-pcGs7k,ACH-001520,MC-001520-y4jG,Yes,Yes,2.78,0.0489469874367349,0.0,0.0605016257727695,2.00289867367875,0.0
2743,CDS-pgDmZb,ACH-002291,MC-002291-IV3B,No,Yes,0.68,0.338084568666729,1.0,0.62651153490848,2.7798024013398,23.0
2744,CDS-pipw7E,ACH-000973,MC-000973-akaA,No,Yes,40.42,0.275214051417962,1.0,0.608446325726207,2.50705394765919,24.0
2745,CDS-pnRfib,ACH-000148,MC-000148-QiID,No,Yes,1.4,0.315426309798628,1.0,0.662376914021748,2.7437581692063,24.0
2746,CDS-po1c5u,ACH-001846,MC-001846-eTrK,Yes,Yes,3.53,0.210694259874484,0.0,0.345134505305512,2.00652207345142,7.0
2747,CDS-psXHXZ,ACH-000070,MC-000070-FRqI,No,Yes,0.38,0.0420672655588785,0.0,0.126068887256151,2.08620960696334,2.0
2748,CDS-pubOFf,ACH-003437,MC-003437-T9B0,Yes,Yes,4.16,0.350249480699885,1.0,0.771254115446553,3.42497784304382,20.0
2749,CDS-pulu9h,ACH-000058,MC-000058-NNVe,Yes,Yes,0.73,0.352095722494615,1.0,0.568736810201133,3.32187579928606,34.0
2750,CDS-q0NBsY,ACH-000674,MC-000674-nmJ4,No,No,2.05,0.0852165532251592,0.0,0.446175292441122,2.43946694289851,13.0
2751,CDS-q0PJc9,ACH-001634,MC-001634-3wQU,Yes,Yes,2.41,0.0452323597578703,0.0,0.123163572500757,2.07579902527308,3.0
2752,CDS-q8E7sf,ACH-000861,MC-000861-cwoA,No,Yes,1.25,0.329048588392695,1.0,0.554460173661769,2.86180241696844,23.0
2753,CDS-q9Fgqh,ACH-000772,MC-000772-kfM3,Yes,Yes,3.48,0.0168954946209614,0.0,0.114177837245604,2.09892970064811,3.0
2754,CDS-q9qWYX,ACH-001066,MC-001066-sBYG,Yes,Yes,1.17,0.0985382442773752,0.0,0.590759857582595,2.58326723686317,24.0
2755,CDS-qBUXmP,ACH-000126,MC-000126-1rwT,No,No,1.7,0.565770550139164,1.0,0.616145267933501,4.23107579923616,29.0
2756,CDS-qDNbzG,ACH-002098,MC-002098-APd8,Yes,Yes,0.96,0.1707984951088,0.0,0.325143233121237,2.11752232536378,8.0
2757,CDS-qE3X5x,ACH-000147,MC-000147-L6rc,No,Yes,0.49,0.460733512167828,1.0,0.580316973615547,2.89292213644739,29.0
2758,CDS-qFn6kl,ACH-000937,MC-000937-QPMF,No,No,10.63,0.0459104833458133,1.0,0.0952251388777132,3.97163102439925,2.0
2759,CDS-qGkqYN,ACH-000313,MC-000313-eJa9,No,No,2.08,0.0959712560278834,0.0,0.178066307134973,1.98678598211856,5.0
2760,CDS-qIrUb4,ACH-000218,MC-000218-mAyO,Yes,Yes,1.95,0.0524456362787729,1.0,0.596523431098488,4.01276963868869,23.0
2761,CDS-qKCs5n,ACH-002201,MC-002201-mdUU,Yes,Yes,1.28,0.0482307837187461,0.0,0.292427661346625,2.26097777703032,9.0
2762,CDS-qKP7CC,ACH-000490,MC-000490-7cuv,No,No,3.53,0.389280320916223,1.0,0.697186320319811,4.95211064747212,37.0
2763,CDS-qLVLBA,ACH-001199,MC-001199-CY0M,Yes,Yes,89.27,,,,,
2764,CDS-qLeH8t,ACH-000586,MC-000586-c00I,No,Yes,1.2,,,,,
2765,CDS-qMTlLV,ACH-001715,MC-001715-5HwL,No,Yes,2.26,0.497900047459607,1.0,0.616597448292689,2.55282881382227,26.0
2766,CDS-qaBKut,ACH-001648,MC-001648-qKEf,Yes,Yes,3.7,0.0891011715066936,0.0,0.151872138196893,1.98170546223644,5.0
2767,CDS-qaOguR,ACH-000523,MC-000523-eCl1,No,No,0.93,0.266171953451103,1.0,0.658293386810889,2.5610119308736,23.0
2768,CDS-qduRwa,ACH-002222,MC-002222-Uwcs,Yes,Yes,69.58,0.00583610087224876,0.0,0.0698171893834939,2.11652966553116,1.0
2769,CDS-qitYY1,ACH-000246,MC-000246-NnuW,No,No,3.29,0.0708232331498715,1.0,0.518597502803924,3.46690910009493,20.0
2770,CDS-qjKW1W,ACH-000182,MC-000182-9dWr,No,No,3.04,0.24803375448948,0.0,0.397431489970623,1.83353461819216,15.0
2771,CDS-qkFXEn,ACH-000677,MC-000677-cYnn,No,Yes,0.83,,,,,
2772,CDS-qpQ61T,ACH-001332,MC-001332-LhC5,No,Yes,0.6,0.400751403653584,1.0,0.647354793866056,3.07212808702708,21.0
2773,CDS-qrP521,ACH-001670,MC-001670-lwac,No,No,3.75,,,,,
2774,CDS-qrjNBy,ACH-001838,MC-001838-4mqk,Yes,Yes,2.36,0.244836627679051,1.0,0.612548268974996,3.39346025031787,22.0
2775,CDS-quBLna,ACH-001394,MC-001394-lc2m,Yes,Yes,3.49,0.307586261427622,1.0,0.670516854798086,3.20043820930487,27.0
2776,CDS-qyMXA3,ACH-000603,MC-000603-6hMN,Yes,Yes,0.66,0.407733784608995,1.0,0.794546538292859,3.9880372842436,32.0
